accommodating,13,447,6.1,10,5,2,VB|JJ,19
accompanied,11,4441,8.4,9,4,4,VB,22
accompanies,11,722,6.58,9,4,4,VB,19
accompany,9,2138,7.67,8,4,3,VB,0
acoustic,8,5401,8.59,7,3,2,JJ,22
acoustical,10,270,5.6,8,4,3,JJ,19
accompanying,12,2991,8,10,5,4,VB,0
accomplish,10,7794,8.96,8,3,1,VB,22
accomplished,12,6982,8.85,9,3,2,VB|JJ,22
accomplishes,12,592,6.38,10,4,2,VB,19
accomplishing,13,704,6.56,10,4,2,VB,19
accorded,8,563,6.33,7,3,3,VB,19
accordingly,11,5108,8.54,9,4,4,RB,22
accost,6,31,3.43,5,2,1,VB,19
accosted,8,168,5.12,7,3,2,VB,19
accountable,11,2339,7.76,8,4,2,JJ,0
accounted,9,1502,7.31,7,3,2,VB,0
accredit,8,35,3.56,7,3,2,VB,19
accredited,10,1049,6.96,9,4,3,VB,19
accrue,6,611,6.42,4,2,1,VB,19
accrued,7,230,5.44,5,2,2,VB,19
accrues,7,63,4.14,5,2,2,VB,19
acculturated,12,24,3.18,11,5,4,VB|JJ,19
accumulate,10,1392,7.24,10,4,3,VB,0
accumulates,11,249,5.52,11,4,4,VB,19
ached,5,296,5.69,3,1,2,VB,19
accumulated,11,2137,7.67,12,5,4,VB,0
accumulating,12,553,6.32,12,5,4,VB,19
achieve,7,15544,9.65,4,2,1,VB,15
achieved,8,8305,9.02,5,2,2,VB|JJ,22
accurate,8,21492,9.98,7,3,2,JJ,29
accurately,10,5396,8.59,9,4,3,RB,22
accurst,7,4,1.39,5,2,3,JJ,19
accuse,6,3798,8.24,5,2,1,VB,0
accuses,7,809,6.7,7,3,2,VB,19
accusing,8,2296,7.74,7,3,2,VB|JJ,0
accusingly,10,39,3.66,9,4,3,RB,19
accustom,8,75,4.32,7,3,2,VB,19
accustomed,10,1691,7.43,8,3,3,VB|JJ,0
acerbic,7,76,4.33,6,3,2,JJ,19
achieves,8,762,6.64,5,2,2,VB,19
aching,6,1099,7,4,2,2,VB,19
acidic,6,809,6.7,6,3,2,JJ,19
acknowledges,12,1067,6.97,9,4,4,VB,19
acknowledge,11,6783,8.82,7,3,3,VB,22
acknowledged,12,3936,8.28,8,3,4,VB|JJ,0
acknowledging,13,1216,7.1,9,4,4,VB,19
acoustically,12,157,5.06,9,4,4,RB,19
acquaint,8,167,5.12,6,2,1,VB,19
acquainted,10,1022,6.93,8,3,2,VB,19
acquiesce,9,108,4.68,6,3,1,VB,19
acquiesced,10,111,4.71,7,3,2,VB,19
acquiescent,11,19,2.94,8,4,2,JJ,19
acquire,7,6529,8.78,5,2,2,VB,22
acquired,8,6388,8.76,6,2,3,VB,22
acquires,8,460,6.13,6,2,3,VB,19
acquiring,9,1952,7.58,7,3,3,VB,0
acquisitive,11,40,3.69,9,4,3,JJ,19
acquit,6,100,4.61,5,2,2,VB,19
acquitted,9,608,6.41,7,3,3,VB,19
acrid,5,111,4.71,5,2,1,JJ,19
acrimonious,11,113,4.73,10,4,2,JJ,19
acrobatic,9,167,5.12,9,4,2,JJ,19
acted,5,4894,8.5,5,2,2,VB,22
activate,8,3486,8.16,7,3,3,VB,0
activated,9,3246,8.09,9,4,4,VB,0
activating,10,655,6.48,9,4,4,VB,19
active,6,35565,10.48,5,2,2,JJ,9
actively,8,7101,8.87,7,3,3,RB,22
actor's,7,363,5.89,5,2,0,?,19
actually,8,196457,12.19,7,3,3,RB,31
acutely,7,332,5.81,7,3,2,RB,19
acuteness,9,19,2.94,8,3,2,RB,19
adamant,7,624,6.44,7,3,1,JJ,19
adamantly,9,329,5.8,9,4,2,RB,19
zooming,7,523,6.26,5,2,2,VB,19
zooms,5,385,5.95,4,1,2,VB,19
won,3,27563,10.22,3,1,1,VB,9
wondered,8,9133,9.12,6,2,2,VB,22
wonderful,9,31958,10.37,7,3,2,JJ,9
wonderfully,11,2286,7.73,8,4,3,RB,0
wonderingly,11,17,2.83,9,4,3,RB,19
wondrous,8,573,6.35,7,2,2,JJ,19
wondrously,10,35,3.56,9,3,3,RB,19
won't,5,112554,11.63,4,1,2,encl,23
wooded,6,462,6.14,5,2,2,JJ,19
wooden,6,8164,9.01,4,2,2,JJ,22
woodgraining,12,0,0,9,3,3,VB,19
wooed,5,47,3.85,3,1,2,VB,19
woolen,6,110,4.7,5,2,2,JJ,19
woollen,7,51,3.93,5,2,2,JJ,19
Woolworth's,11,69,4.23,7,2,0,?,19
woozy,5,71,4.26,4,2,1,JJ,19
worded,6,1046,6.95,5,2,2,VB,19
wordless,8,110,4.7,6,2,2,JJ,19
wordy,5,267,5.59,4,2,2,JJ,19
wore,4,5574,8.63,3,1,1,VB,22
workable,8,1678,7.43,6,3,2,JJ,0
worked,6,59752,11,4,1,2,VB,30
worker's,8,484,6.18,5,2,3,encl,19
workman's,9,79,4.37,7,2,3,encl,19
work's,6,126,4.84,4,1,2,encl,19
worldly,7,1134,7.03,6,2,2,JJ,19
world's,7,12764,9.45,5,1,2,encl,15
worldshaking,12,0,0,9,3,0,?,19
worldwide,9,18597,9.83,7,2,2,JJ,29
wormy,5,58,4.06,4,2,2,JJ,19
worn,4,8275,9.02,4,1,2,VB|JJ,22
wornout,7,13,2.56,6,2,3,JJ,19
worried,7,10980,9.3,5,2,2,VB|JJ,15
worriedly,9,52,3.95,7,3,3,RB,19
worrisome,9,236,5.46,6,3,2,JJ,19
worsen,6,400,5.99,4,2,2,VB,19
worsened,8,334,5.81,5,2,3,VB,19
worsens,7,111,4.71,5,2,3,VB,19
worshiped,9,331,5.8,6,2,0,?,19
worshipful,10,82,4.41,7,3,2,JJ,19
worshipped,10,959,6.87,6,2,2,VB,19
worshipping,11,952,6.86,7,3,2,VB,19
worsted,7,37,3.61,6,2,2,JJ|VB,19
worthiest,9,4,1.39,7,3,3,JJ,19
worthless,9,5546,8.62,6,2,2,JJ,22
worthwhile,10,5520,8.62,7,2,2,JJ,22
worthy,6,6530,8.78,4,2,2,JJ,22
would,5,1278502,14.06,3,1,1,VB,27
wouldbe,7,57,4.04,5,2,2,JJ,19
wouldn't,8,87980,11.38,5,2,2,encl,6
wound,5,6139,8.72,4,1,1,VB,22
wounded,7,3852,8.26,6,2,2,VB|JJ,0
wounding,8,313,5.75,6,2,2,VB,19
wove,4,116,4.75,3,1,1,VB,19
woven,5,884,6.78,4,2,2,VB|JJ,19
wrangled,8,20,3,6,2,2,VB,19
wrapped,7,6130,8.72,4,1,2,VB,22
wrapping,8,1681,7.43,5,2,2,VB,0
wraps,5,1747,7.47,4,1,2,VB,0
wrathful,8,43,3.76,5,2,2,JJ,19
wreak,5,453,6.12,3,1,1,VB,19
wreathe,7,9,2.2,3,1,1,VB,19
wreathed,8,33,3.5,4,1,2,VB|JJ,19
wrecked,7,802,6.69,4,1,2,VB|JJ,19
wrenched,8,168,5.12,5,1,2,VB,19
wrenching,9,240,5.48,6,2,2,JJ|VB,19
wrest,5,150,5.01,4,1,1,VB,19
wrestle,7,952,6.86,4,2,1,VB,19
wrestler's,10,44,3.78,6,2,3,encl,19
wrestles,8,90,4.5,5,2,2,VB,19
wretched,8,3585,8.18,5,2,2,JJ,0
wrinkled,8,560,6.33,6,2,2,JJ|VB,19
wrinkly,7,69,4.23,6,3,2,JJ,19
write,5,132648,11.8,3,1,1,VB,11
writer's,8,2003,7.6,5,2,3,encl,0
writes,6,565774,13.25,4,1,2,VB,13
writhe,6,176,5.17,3,1,1,VB,19
writhed,7,269,5.59,4,1,2,VB,19
writhing,8,817,6.71,5,2,2,VB,19
written,7,103440,11.55,4,2,2,VB|JJ,23
wronged,7,346,5.85,4,1,2,VB|JJ,19
wrongful,8,560,6.33,5,2,2,JJ,19
wrongly,7,1415,7.25,5,2,2,RB,0
wrote,5,1028146,13.84,3,1,1,VB,7
wrought,7,544,6.3,3,1,1,VB|JJ,19
wry,3,348,5.85,2,1,1,JJ,19
wryly,5,117,4.76,4,2,2,RB,19
Wyndham's,9,12,2.48,7,2,0,?,19
Xavier's,8,132,4.88,6,2,2,encl,19
xenophobic,10,344,5.84,9,4,3,JJ,19
yachters,8,2,0.69,5,2,0,?,19
Yale's,6,79,4.37,4,1,2,encl,19
yanked,6,895,6.8,5,1,2,VB,19
yanking,7,376,5.93,6,2,2,VB,19
yawning,7,333,5.81,5,2,2,VB,19
yearlong,8,16,2.77,6,2,2,JJ,19
yearly,6,2845,7.95,5,2,2,JJ|RB,0
yearn,5,348,5.85,3,1,1,VB,19
yearned,7,94,4.54,4,1,2,VB,19
yearningly,10,7,1.95,7,3,3,RB,19
year's,6,8255,9.02,4,1,2,encl,22
yeasty,6,44,3.78,5,2,2,JJ,19
yelled,6,2100,7.65,4,1,2,VB,0
yellowed,8,264,5.58,5,2,2,VB,19
yellowish,9,255,5.54,6,3,2,JJ,19
yelped,6,174,5.16,5,1,2,VB,19
yelping,7,90,4.5,6,2,2,VB,19
yesterday's,11,1683,7.43,8,3,3,encl,0
yielded,7,918,6.82,6,2,2,VB,19
Yorker's,8,16,2.77,6,2,0,?,19
York's,6,523,6.26,5,1,2,encl,19
you'd,5,41121,10.62,3,1,2,encl,21
you'll,6,88349,11.39,3,1,2,encl,6
younger,7,10673,9.28,5,2,2,JJ,15
youngest,8,1536,7.34,7,2,2,JJ,0
youngish,8,63,4.14,5,2,2,JJ,19
young's,7,451,6.11,4,1,2,encl,19
youngster's,11,41,3.71,7,2,0,?,19
you're,6,225850,12.33,3,1,2,encl,4
youthful,8,828,6.72,5,2,2,JJ,19
you've,6,68786,11.14,3,1,2,encl,30
zany,4,288,5.66,4,2,1,JJ,19
zealous,7,367,5.91,5,2,2,JJ,19
zealously,9,188,5.24,7,3,3,RB,19
zeroed,6,156,5.05,5,2,2,VB,19
zipped,6,1485,7.3,4,1,2,VB,0
zodiacal,8,109,4.69,8,3,2,JJ,19
zoned,5,186,5.23,4,1,2,VB,19
where'd,7,423,6.05,5,1,2,encl,19
whereof,7,255,5.54,6,2,2,RB,19
where're,8,23,3.14,5,2,2,encl,19
where's,7,4409,8.39,5,1,2,encl,22
wherewith,9,49,3.89,7,2,2,RB,19
whet,4,128,4.85,4,1,1,VB,19
whetted,7,55,4.01,6,2,2,VB,19
whilst,6,4484,8.41,6,1,2,RB,22
whimpering,10,432,6.07,8,3,2,VB,19
whimsical,9,335,5.81,8,3,2,JJ,19
whined,6,541,6.29,5,1,2,VB,19
whining,7,5294,8.57,6,2,2,VB|JJ,22
whinnied,8,10,2.3,6,2,2,VB,19
whipped,7,2097,7.65,5,1,2,VB,0
whip's,6,14,2.64,5,1,2,encl,19
whirled,7,370,5.91,5,1,2,VB,19
whirlwind's,11,1,0,9,2,3,encl,19
whisked,7,179,5.19,6,1,2,VB,19
whiskered,9,14,2.64,7,2,2,JJ,19
whisking,8,55,4.01,7,2,2,VB,19
whispered,9,2772,7.93,7,2,2,VB,0
whispering,10,940,6.85,8,3,2,VB,19
whistled,8,283,5.65,6,2,2,VB,19
whistling,9,748,6.62,7,3,2,VB,19
whitehaired,11,0,0,8,2,3,JJ,19
whitehead's,11,32,3.47,7,2,0,?,19
whiten,6,78,4.36,5,2,2,VB,19
whitened,8,152,5.02,6,2,3,JJ|VB,19
whitens,7,0,0,6,2,3,VB,19
white's,7,681,6.52,5,1,2,encl,19
whitewashed,11,168,5.12,8,2,3,VB,19
Whitman's,9,93,4.53,7,2,0,?,19
whittle,7,467,6.15,5,2,1,VB,19
whizzed,7,45,3.81,5,1,2,VB,19
whizzing,8,140,4.94,6,2,2,VB,19
who'd,5,2412,7.79,3,1,2,encl,0
wholeheartedly,14,1505,7.32,11,4,4,RB,0
wholemeal,9,66,4.19,6,2,2,JJ,19
wholesale,9,4518,8.42,6,2,2,JJ,22
wholesome,9,572,6.35,5,2,2,JJ,19
wholewheat,10,13,2.56,6,2,0,?,19
who'll,6,1088,6.99,3,1,2,encl,19
wholly,6,3258,8.09,4,2,2,RB,0
whopping,8,747,6.62,6,2,2,JJ|VB,19
who's,5,23501,10.06,3,1,2,encl,29
who've,6,2839,7.95,3,1,2,encl,0
why'd,5,228,5.43,3,1,0,?,19
why's,5,329,5.8,4,1,2,encl,19
why've,6,1,0,0,0,0,?,19
wicked,6,4211,8.35,5,2,1,JJ,0
wickedly,8,304,5.72,7,3,2,RB,19
widely,6,13343,9.5,5,2,2,RB,15
widen,5,629,6.44,4,2,2,VB,19
widened,7,608,6.41,5,2,3,VB|JJ,19
widens,6,118,4.77,5,2,3,VB,19
wider,5,5908,8.68,4,2,2,JJ|RB,22
widespread,10,5621,8.63,8,2,2,JJ,22
widest,6,874,6.77,6,2,2,JJ,19
widowed,7,268,5.59,5,2,2,JJ|VB,19
wield,5,649,6.48,4,1,1,VB,19
wielded,7,342,5.83,6,2,2,VB,19
wifely,6,17,2.83,5,2,2,JJ,19
wife's,6,2703,7.9,4,1,2,encl,0
wiggled,7,448,6.1,5,2,2,VB,19
wiggling,8,520,6.25,6,3,2,VB,19
wild,4,23869,10.08,4,1,1,JJ|RB,29
wildest,7,794,6.68,7,2,2,JJ,19
wildly,6,2630,7.87,6,2,2,RB,0
willed,6,341,5.83,4,1,2,VB,19
willful,7,588,6.38,6,2,0,JJ,19
willfully,9,480,6.17,7,3,0,?,19
Willie's,8,302,5.71,5,2,0,?,19
willing,7,55709,10.93,5,2,2,JJ|VB,30
willingly,9,1568,7.36,7,3,3,RB,0
willowy,7,29,3.37,5,3,2,JJ,19
Wilsonian,9,6,1.79,9,4,0,JJ,19
Wilson's,8,622,6.43,6,2,3,encl,19
wilt,4,1023,6.93,4,1,1,VB,19
wilted,6,128,4.85,6,2,2,JJ|VB,19
wily,4,224,5.41,4,2,2,JJ|RB,19
winced,6,298,5.7,5,1,2,VB,19
wincing,7,142,4.96,6,2,2,VB,19
winded,6,439,6.08,6,2,2,JJ|VB,19
windless,8,29,3.37,7,2,2,JJ,19
windowless,10,80,4.38,8,3,2,JJ,19
winds,5,6439,8.77,5,1,2,VB,22
windsleeve,10,0,0,8,2,0,?,19
windswept,9,93,4.53,9,2,2,JJ,19
windward,8,195,5.27,7,2,2,RB|JJ,19
windy,5,1176,7.07,5,2,2,JJ,19
wine's,6,23,3.14,4,1,0,?,19
winged,6,674,6.51,4,1,2,VB,19
wingless,8,34,3.53,6,2,2,JJ,19
winked,6,283,5.65,5,1,2,VB,19
winking,7,270,5.6,6,2,2,VB,19
winless,7,39,3.66,6,2,2,JJ|RB,19
winsome,7,89,4.49,5,2,1,JJ,19
wintered,8,12,2.48,6,2,2,VB,19
wintery,7,29,3.37,6,3,2,JJ,19
wintry,6,35,3.56,6,2,2,JJ,19
wipe,4,4281,8.36,3,1,1,VB,0
wiped,5,3110,8.04,4,1,2,VB,0
wiping,6,1395,7.24,5,2,2,VB,0
wired,5,4113,8.32,4,1,2,VB,0
wiry,4,150,5.01,4,2,2,JJ,19
Wisconsin's,11,46,3.83,10,3,0,?,19
wisecracked,11,2,0.69,8,2,3,VB|JJ,19
wisely,6,1346,7.2,5,2,2,RB,19
wisest,6,333,5.81,6,2,2,JJ,19
wished,6,4114,8.32,4,1,2,VB,0
wishful,7,1488,7.31,5,2,2,JJ,0
wishing,7,5284,8.57,5,2,2,VB,22
wispy,5,128,4.85,5,2,2,JJ,19
wistful,7,186,5.23,6,2,2,JJ,19
wistfully,9,154,5.04,7,3,3,RB,19
witchdoctor,11,21,3.04,8,3,0,?,19
withdraw,8,5353,8.59,6,2,2,VB,22
withdrawn,9,2177,7.69,7,2,3,VB,0
withdrew,8,1455,7.28,6,2,2,VB,0
wither,6,451,6.11,4,2,1,VB,19
withered,8,203,5.31,5,2,2,JJ|VB,19
withering,9,589,6.38,6,3,2,VB,19
withheld,8,1214,7.1,7,2,2,VB,19
withhold,8,851,6.75,7,2,2,VB,19
withstand,9,1354,7.21,8,2,2,VB,19
withstands,10,35,3.56,9,2,3,VB,19
withstood,9,212,5.36,7,2,2,VB,19
witless,7,232,5.45,6,2,2,JJ,19
witnessed,9,2655,7.88,7,2,2,VB,0
witnessing,10,767,6.64,8,3,2,VB,19
wittingly,9,30,3.4,7,3,3,RB,19
witty,5,2411,7.79,4,2,2,JJ,0
wive's,6,32,3.47,4,1,0,?,19
wobbled,7,96,4.56,5,2,2,VB,19
wobbly,6,275,5.62,5,3,2,JJ,19
woebegone,9,9,2.2,7,3,3,JJ,19
woeful,6,159,5.07,4,2,2,JJ,19
woke,4,3223,8.08,3,1,1,VB,0
womanish,8,7,1.95,7,3,2,JJ,19
womanize,8,4,1.39,7,3,2,VB,19
womanly,7,151,5.02,7,3,2,JJ,19
woman's,7,5524,8.62,6,2,2,encl,22
women's,7,12088,9.4,6,2,2,encl,15
wanders,7,648,6.47,6,2,2,VB,19
waned,5,151,5.02,4,1,2,VB,19
waning,6,322,5.77,5,2,2,VB|JJ,19
wanna,5,10273,9.24,4,2,2,encl,15
wanted,6,92414,11.43,6,2,2,VB,6
wanting,7,12942,9.47,6,2,2,VB,15
warbling,8,66,4.19,7,3,2,VB,19
ward's,6,166,5.11,5,1,2,encl,19
warily,6,131,4.88,6,3,2,RB,19
warlike,7,178,5.18,6,2,2,JJ|RB,19
warm,4,21018,9.95,4,1,1,JJ|VB,29
warmed,6,1145,7.04,5,1,2,VB|JJ,19
warmer,6,1790,7.49,5,2,2,JJ|RB,0
warmhearted,11,15,2.71,10,3,3,JJ,19
warmish,7,27,3.3,6,2,2,JJ,19
warmly,6,700,6.55,6,2,2,RB,19
warms,5,615,6.42,5,1,2,VB,19
warn,4,4211,8.35,4,1,1,VB,0
warned,6,20428,9.92,5,1,2,VB,29
warningly,9,7,1.95,8,3,3,RB,19
warns,5,1612,7.39,5,1,2,VB,0
warped,6,3385,8.13,5,1,2,VB|JJ,0
warranted,9,1363,7.22,8,3,2,VB,19
warred,6,21,3.04,4,1,2,VB,19
Warren's,8,215,5.37,6,2,2,encl,19
warring,7,672,6.51,5,2,2,VB,19
war's,5,297,5.69,4,1,2,encl,19
Warsaw's,8,13,2.56,6,2,0,?,19
wartorn,7,2,0.69,7,2,3,JJ,19
warty,5,35,3.56,5,2,2,JJ,19
was,3,2096827,14.56,3,1,1,VB,10
washable,8,240,5.48,6,3,2,JJ,19
washed,6,3200,8.07,4,1,2,VB,0
Washington's,12,861,6.76,9,3,3,encl,19
wasn't,6,75553,11.23,5,2,2,encl,6
wasted,6,6465,8.77,6,2,2,VB,22
wasteful,8,1059,6.97,6,2,2,JJ,19
wasting,7,6985,8.85,6,2,2,VB,22
watched,7,16607,9.72,4,1,2,VB,15
watchful,8,282,5.64,5,2,2,JJ,19
watchstrap,10,0,0,8,2,2,VB|JJ,19
waterborne,10,84,4.43,8,3,2,JJ,19
watercolorists,14,1,0,12,5,0,?,19
watered,7,824,6.71,5,2,2,VB,19
waterhole,9,25,3.22,7,3,0,?,19
watering,8,767,6.64,6,3,2,VB,19
waterlogged,11,57,4.04,8,3,3,JJ,19
waved,5,1146,7.04,4,1,2,VB,19
water's,7,307,5.73,5,2,2,encl,19
waterskiing,11,112,4.72,9,4,0,?,19
watertight,10,143,4.96,7,3,2,JJ,19
waterwheel,10,18,2.89,8,3,0,?,19
watery,6,486,6.19,5,3,2,JJ,19
Watson's,8,210,5.35,6,2,3,encl,19
waver,5,197,5.28,4,2,1,VB,19
wavy,4,661,6.49,4,2,2,JJ,19
waxed,5,534,6.28,5,1,2,VB|JJ,19
waxen,5,4,1.39,5,2,2,JJ,19
waxy,4,135,4.91,5,2,2,JJ,19
waylaid,7,45,3.81,5,2,3,VB,19
waylay,6,12,2.48,4,2,2,VB,19
way's,5,65,4.17,3,1,2,encl,19
wayward,7,361,5.89,5,2,2,JJ,19
weaken,6,1229,7.11,5,2,2,VB,19
weakened,8,1423,7.26,6,2,3,VB|JJ,0
weakening,9,737,6.6,7,3,3,VB,19
weakens,7,404,6,6,2,3,VB,19
weaker,6,2775,7.93,4,2,2,JJ,0
weakest,7,981,6.89,6,2,2,JJ,19
weakly,6,589,6.38,5,2,2,RB,19
wealthiest,10,330,5.8,8,3,3,JJ,19
wealthy,7,4864,8.49,5,2,2,JJ,22
wean,4,748,6.62,3,1,1,VB,19
weaned,6,745,6.61,4,1,2,VB|JJ,19
weaning,7,738,6.6,5,2,2,VB,19
wearied,7,18,2.89,5,2,2,VB|JJ,19
wearily,7,110,4.7,6,3,2,RB,19
wearisome,9,20,3,6,3,2,JJ,19
weatherbeaten,13,7,1.95,8,4,3,JJ,19
weathered,9,260,5.56,5,2,2,VB|JJ,19
weatherproof,12,64,4.16,8,3,2,JJ,19
weaves,6,293,5.68,4,1,2,VB,19
weaving,7,988,6.9,5,2,2,VB,19
Webster's,9,1172,7.07,7,2,2,encl,19
wed,3,15098,9.62,3,1,1,VB|JJ,15
we'd,4,12689,9.45,3,1,2,encl,15
wedded,6,170,5.14,5,2,2,VB,19
wedged,6,312,5.74,4,1,2,VB|JJ,19
Wednesday's,11,550,6.31,7,2,3,encl,19
wee,3,2812,7.94,2,1,1,JJ|VB,0
weeded,6,201,5.3,5,2,2,VB|JJ,19
weekly,6,18719,9.84,5,2,2,JJ|RB,29
week's,6,4103,8.32,4,1,2,encl,0
weeny,5,175,5.16,4,2,1,JJ,19
weep,4,826,6.72,3,1,1,VB,19
weigh,5,4150,8.33,2,1,1,VB,0
weighed,7,1709,7.44,3,1,2,VB,0
weighs,6,2042,7.62,3,1,2,VB,0
weighted,8,1685,7.43,5,2,3,JJ,0
weightless,10,137,4.92,6,2,3,JJ,19
weighty,7,188,5.24,4,2,3,JJ,19
weirdly,7,147,4.99,6,2,2,RB,19
welcomed,8,4903,8.5,7,2,2,VB,22
welcomes,8,1268,7.15,7,2,2,VB,19
welcoming,9,966,6.87,8,3,2,VB|JJ,19
weld,4,1230,7.11,4,1,1,VB,19
welded,6,646,6.47,6,2,2,VB|JJ,19
we'll,5,32801,10.4,3,1,2,encl,9
wellborn,8,4,1.39,7,2,2,JJ,19
welled,6,119,4.78,4,1,2,VB,19
welling,7,260,5.56,5,2,2,VB,19
wellknown,9,80,4.38,6,2,3,JJ,19
went,4,115581,11.66,4,1,1,VB,23
wept,4,406,6.01,4,1,1,VB,19
were,4,663883,13.41,2,1,1,VB,16
we're,5,63958,11.07,3,1,2,encl,30
weren't,7,20532,9.93,4,1,2,encl,29
Wesley's,8,134,4.9,6,2,3,encl,19
westbound,9,171,5.14,8,2,2,JJ|RB,19
westerly,8,132,4.88,7,3,3,JJ,19
westernize,10,11,2.4,8,3,3,VB,19
west's,6,407,6.01,5,1,2,encl,19
westward,8,378,5.93,7,2,2,RB|JJ,19
wetly,5,136,4.91,5,2,2,RB,19
we've,5,33027,10.41,3,1,2,encl,9
whacked,7,453,6.12,5,1,2,VB,19
what'd,6,237,5.47,6,2,2,encl,19
what'll,7,343,5.84,5,2,2,encl,19
what're,7,186,5.23,5,2,2,encl,19
