accompanying,12,8,10,5,4
accomplish,10,8.96,8,3,1
accomplished,12,8.85,9,3,2
accomplishes,12,6.38,10,4,2
accomplishing,13,6.56,10,4,2
accorded,8,6.33,7,3,3
accordingly,11,8.54,9,4,4
accost,6,3.43,5,2,1
accosted,8,5.12,7,3,2
accountable,11,7.76,8,4,2
accounted,9,7.31,7,3,2
accredit,8,3.56,7,3,2
accredited,10,6.96,9,4,3
accrue,6,6.42,4,2,1
accrued,7,5.44,5,2,2
accrues,7,4.14,5,2,2
acculturated,12,3.18,11,5,4
accumulate,10,7.24,10,4,3
accumulates,11,5.52,11,4,4
ached,5,5.69,3,1,2
accumulated,11,7.67,12,5,4
accumulating,12,6.32,12,5,4
achieve,7,9.65,4,2,1
achieved,8,9.02,5,2,2
accurate,8,9.98,7,3,2
accurately,10,8.59,9,4,3
accurst,7,1.39,5,2,3
accuse,6,8.24,5,2,1
accuses,7,6.7,7,3,2
accusing,8,7.74,7,3,2
accusingly,10,3.66,9,4,3
accustom,8,4.32,7,3,2
accustomed,10,7.43,8,3,3
acerbic,7,4.33,6,3,2
achieves,8,6.64,5,2,2
aching,6,7,4,2,2
acidic,6,6.7,6,3,2
acknowledges,12,6.97,9,4,4
acknowledge,11,8.82,7,3,3
acknowledged,12,8.28,8,3,4
acknowledging,13,7.1,9,4,4
acoustically,12,5.06,9,4,4
acquaint,8,5.12,6,2,1
acquainted,10,6.93,8,3,2
acquiesce,9,4.68,6,3,1
acquiesced,10,4.71,7,3,2
acquiescent,11,2.94,8,4,2
acquire,7,8.78,5,2,2
acquired,8,8.76,6,2,3
acquires,8,6.13,6,2,3
acquiring,9,7.58,7,3,3
acquisitive,11,3.69,9,4,3
acquit,6,4.61,5,2,2
acquitted,9,6.41,7,3,3
acrid,5,4.71,5,2,1
acrimonious,11,4.73,10,4,2
acrobatic,9,5.12,9,4,2
acted,5,8.5,5,2,2
activate,8,8.16,7,3,3
activated,9,8.09,9,4,4
activating,10,6.48,9,4,4
active,6,10.48,5,2,2
actively,8,8.87,7,3,3
actor's,7,5.89,5,2,0
actually,8,12.19,7,3,3
acutely,7,5.81,7,3,2
acuteness,9,2.94,8,3,2
adamant,7,6.44,7,3,1
adamantly,9,5.8,9,4,2
zooming,7,6.26,5,2,2
zooms,5,5.95,4,1,2
won,3,10.22,3,1,1
wondered,8,9.12,6,2,2
wonderful,9,10.37,7,3,2
wonderfully,11,7.73,8,4,3
wonderingly,11,2.83,9,4,3
wondrous,8,6.35,7,2,2
wondrously,10,3.56,9,3,3
won't,5,11.63,4,1,2
wooded,6,6.14,5,2,2
wooden,6,9.01,4,2,2
woodgraining,12,0,9,3,3
wooed,5,3.85,3,1,2
woolen,6,4.7,5,2,2
woollen,7,3.93,5,2,2
Woolworth's,11,4.23,7,2,0
woozy,5,4.26,4,2,1
worded,6,6.95,5,2,2
wordless,8,4.7,6,2,2
wordy,5,5.59,4,2,2
wore,4,8.63,3,1,1
workable,8,7.43,6,3,2
worked,6,11,4,1,2
worker's,8,6.18,5,2,3
workman's,9,4.37,7,2,3
work's,6,4.84,4,1,2
worldly,7,7.03,6,2,2
world's,7,9.45,5,1,2
worldshaking,12,0,9,3,0
worldwide,9,9.83,7,2,2
wormy,5,4.06,4,2,2
worn,4,9.02,4,1,2
wornout,7,2.56,6,2,3
worried,7,9.3,5,2,2
worriedly,9,3.95,7,3,3
worrisome,9,5.46,6,3,2
worsen,6,5.99,4,2,2
worsened,8,5.81,5,2,3
worsens,7,4.71,5,2,3
worshiped,9,5.8,6,2,0
worshipful,10,4.41,7,3,2
worshipped,10,6.87,6,2,2
worshipping,11,6.86,7,3,2
worsted,7,3.61,6,2,2
worthiest,9,1.39,7,3,3
worthless,9,8.62,6,2,2
worthwhile,10,8.62,7,2,2
worthy,6,8.78,4,2,2
would,5,14.06,3,1,1
wouldbe,7,4.04,5,2,2
wouldn't,8,11.38,5,2,2
wound,5,8.72,4,1,1
wounded,7,8.26,6,2,2
wounding,8,5.75,6,2,2
wove,4,4.75,3,1,1
woven,5,6.78,4,2,2
wrangled,8,3,6,2,2
wrapped,7,8.72,4,1,2
wrapping,8,7.43,5,2,2
wraps,5,7.47,4,1,2
wrathful,8,3.76,5,2,2
wreak,5,6.12,3,1,1
wreathe,7,2.2,3,1,1
wreathed,8,3.5,4,1,2
wrecked,7,6.69,4,1,2
wrenched,8,5.12,5,1,2
wrenching,9,5.48,6,2,2
wrest,5,5.01,4,1,1
wrestle,7,6.86,4,2,1
wrestler's,10,3.78,6,2,3
wrestles,8,4.5,5,2,2
wretched,8,8.18,5,2,2
wrinkled,8,6.33,6,2,2
wrinkly,7,4.23,6,3,2
write,5,11.8,3,1,1
writer's,8,7.6,5,2,3
writes,6,13.25,4,1,2
writhe,6,5.17,3,1,1
writhed,7,5.59,4,1,2
writhing,8,6.71,5,2,2
written,7,11.55,4,2,2
wronged,7,5.85,4,1,2
wrongful,8,6.33,5,2,2
wrongly,7,7.25,5,2,2
wrote,5,13.84,3,1,1
wrought,7,6.3,3,1,1
wry,3,5.85,2,1,1
wryly,5,4.76,4,2,2
Wyndham's,9,2.48,7,2,0
Xavier's,8,4.88,6,2,2
xenophobic,10,5.84,9,4,3
yachters,8,0.69,5,2,0
Yale's,6,4.37,4,1,2
yanked,6,6.8,5,1,2
yanking,7,5.93,6,2,2
yawning,7,5.81,5,2,2
yearlong,8,2.77,6,2,2
yearly,6,7.95,5,2,2
yearn,5,5.85,3,1,1
yearned,7,4.54,4,1,2
yearningly,10,1.95,7,3,3
year's,6,9.02,4,1,2
yeasty,6,3.78,5,2,2
yelled,6,7.65,4,1,2
yellowed,8,5.58,5,2,2
yellowish,9,5.54,6,3,2
yelped,6,5.16,5,1,2
yelping,7,4.5,6,2,2
yesterday's,11,7.43,8,3,3
yielded,7,6.82,6,2,2
Yorker's,8,2.77,6,2,0
York's,6,6.26,5,1,2
you'd,5,10.62,3,1,2
you'll,6,11.39,3,1,2
younger,7,9.28,5,2,2
youngest,8,7.34,7,2,2
youngish,8,4.14,5,2,2
young's,7,6.11,4,1,2
youngster's,11,3.71,7,2,0
you're,6,12.33,3,1,2
youthful,8,6.72,5,2,2
you've,6,11.14,3,1,2
zany,4,5.66,4,2,1
zealous,7,5.91,5,2,2
zealously,9,5.24,7,3,3
zeroed,6,5.05,5,2,2
zipped,6,7.3,4,1,2
zodiacal,8,4.69,8,3,2
zoned,5,5.23,4,1,2
where'd,7,6.05,5,1,2
whereof,7,5.54,6,2,2
where're,8,3.14,5,2,2
where's,7,8.39,5,1,2
wherewith,9,3.89,7,2,2
whet,4,4.85,4,1,1
whetted,7,4.01,6,2,2
whilst,6,8.41,6,1,2
whimpering,10,6.07,8,3,2
whimsical,9,5.81,8,3,2
whined,6,6.29,5,1,2
whining,7,8.57,6,2,2
whinnied,8,2.3,6,2,2
whipped,7,7.65,5,1,2
whip's,6,2.64,5,1,2
whirled,7,5.91,5,1,2
whirlwind's,11,0,9,2,3
whisked,7,5.19,6,1,2
whiskered,9,2.64,7,2,2
whisking,8,4.01,7,2,2
whispered,9,7.93,7,2,2
whispering,10,6.85,8,3,2
whistled,8,5.65,6,2,2
whistling,9,6.62,7,3,2
whitehaired,11,0,8,2,3
whitehead's,11,3.47,7,2,0
whiten,6,4.36,5,2,2
whitened,8,5.02,6,2,3
whitens,7,0,6,2,3
white's,7,6.52,5,1,2
whitewashed,11,5.12,8,2,3
Whitman's,9,4.53,7,2,0
whittle,7,6.15,5,2,1
whizzed,7,3.81,5,1,2
whizzing,8,4.94,6,2,2
who'd,5,7.79,3,1,2
wholeheartedly,14,7.32,11,4,4
wholemeal,9,4.19,6,2,2
wholesale,9,8.42,6,2,2
wholesome,9,6.35,5,2,2
wholewheat,10,2.56,6,2,0
who'll,6,6.99,3,1,2
wholly,6,8.09,4,2,2
whopping,8,6.62,6,2,2
who's,5,10.06,3,1,2
who've,6,7.95,3,1,2
why'd,5,5.43,3,1,0
why's,5,5.8,4,1,2
why've,6,0,0,0,0
wicked,6,8.35,5,2,1
wickedly,8,5.72,7,3,2
widely,6,9.5,5,2,2
widen,5,6.44,4,2,2
widened,7,6.41,5,2,3
widens,6,4.77,5,2,3
wider,5,8.68,4,2,2
widespread,10,8.63,8,2,2
widest,6,6.77,6,2,2
widowed,7,5.59,5,2,2
wield,5,6.48,4,1,1
wielded,7,5.83,6,2,2
wifely,6,2.83,5,2,2
wife's,6,7.9,4,1,2
wiggled,7,6.1,5,2,2
wiggling,8,6.25,6,3,2
wild,4,10.08,4,1,1
wildest,7,6.68,7,2,2
wildly,6,7.87,6,2,2
willed,6,5.83,4,1,2
willful,7,6.38,6,2,0
willfully,9,6.17,7,3,0
Willie's,8,5.71,5,2,0
willing,7,10.93,5,2,2
willingly,9,7.36,7,3,3
willowy,7,3.37,5,3,2
Wilsonian,9,1.79,9,4,0
Wilson's,8,6.43,6,2,3
wilt,4,6.93,4,1,1
wilted,6,4.85,6,2,2
wily,4,5.41,4,2,2
winced,6,5.7,5,1,2
wincing,7,4.96,6,2,2
winded,6,6.08,6,2,2
windless,8,3.37,7,2,2
windowless,10,4.38,8,3,2
winds,5,8.77,5,1,2
windsleeve,10,0,8,2,0
windswept,9,4.53,9,2,2
windward,8,5.27,7,2,2
windy,5,7.07,5,2,2
wine's,6,3.14,4,1,0
winged,6,6.51,4,1,2
wingless,8,3.53,6,2,2
winked,6,5.65,5,1,2
winking,7,5.6,6,2,2
winless,7,3.66,6,2,2
winsome,7,4.49,5,2,1
wintered,8,2.48,6,2,2
wintery,7,3.37,6,3,2
wintry,6,3.56,6,2,2
wipe,4,8.36,3,1,1
wiped,5,8.04,4,1,2
wiping,6,7.24,5,2,2
wired,5,8.32,4,1,2
wiry,4,5.01,4,2,2
Wisconsin's,11,3.83,10,3,0
wisecracked,11,0.69,8,2,3
wisely,6,7.2,5,2,2
wisest,6,5.81,6,2,2
wished,6,8.32,4,1,2
wishful,7,7.31,5,2,2
wishing,7,8.57,5,2,2
wispy,5,4.85,5,2,2
wistful,7,5.23,6,2,2
wistfully,9,5.04,7,3,3
witchdoctor,11,3.04,8,3,0
withdraw,8,8.59,6,2,2
withdrawn,9,7.69,7,2,3
withdrew,8,7.28,6,2,2
wither,6,6.11,4,2,1
withered,8,5.31,5,2,2
withering,9,6.38,6,3,2
withheld,8,7.1,7,2,2
withhold,8,6.75,7,2,2
withstand,9,7.21,8,2,2
withstands,10,3.56,9,2,3
withstood,9,5.36,7,2,2
witless,7,5.45,6,2,2
witnessed,9,7.88,7,2,2
witnessing,10,6.64,8,3,2
wittingly,9,3.4,7,3,3
witty,5,7.79,4,2,2
wive's,6,3.47,4,1,0
wobbled,7,4.56,5,2,2
wobbly,6,5.62,5,3,2
woebegone,9,2.2,7,3,3
woeful,6,5.07,4,2,2
woke,4,8.08,3,1,1
womanish,8,1.95,7,3,2
womanize,8,1.39,7,3,2
womanly,7,5.02,7,3,2
woman's,7,8.62,6,2,2
women's,7,9.4,6,2,2
wanders,7,6.47,6,2,2
waned,5,5.02,4,1,2
waning,6,5.77,5,2,2
wanna,5,9.24,4,2,2
wanted,6,11.43,6,2,2
wanting,7,9.47,6,2,2
warbling,8,4.19,7,3,2
ward's,6,5.11,5,1,2
warily,6,4.88,6,3,2
warlike,7,5.18,6,2,2
warm,4,9.95,4,1,1
warmed,6,7.04,5,1,2
warmer,6,7.49,5,2,2
warmhearted,11,2.71,10,3,3
warmish,7,3.3,6,2,2
warmly,6,6.55,6,2,2
warms,5,6.42,5,1,2
warn,4,8.35,4,1,1
warned,6,9.92,5,1,2
warningly,9,1.95,8,3,3
warns,5,7.39,5,1,2
warped,6,8.13,5,1,2
warranted,9,7.22,8,3,2
warred,6,3.04,4,1,2
Warren's,8,5.37,6,2,2
warring,7,6.51,5,2,2
war's,5,5.69,4,1,2
Warsaw's,8,2.56,6,2,0
wartorn,7,0.69,7,2,3
warty,5,3.56,5,2,2
was,3,14.56,3,1,1
washable,8,5.48,6,3,2
washed,6,8.07,4,1,2
Washington's,12,6.76,9,3,3
wasn't,6,11.23,5,2,2
wasted,6,8.77,6,2,2
wasteful,8,6.97,6,2,2
wasting,7,8.85,6,2,2
watched,7,9.72,4,1,2
watchful,8,5.64,5,2,2
watchstrap,10,0,8,2,2
waterborne,10,4.43,8,3,2
watercolorists,14,0,12,5,0
watered,7,6.71,5,2,2
waterhole,9,3.22,7,3,0
watering,8,6.64,6,3,2
waterlogged,11,4.04,8,3,3
waved,5,7.04,4,1,2
water's,7,5.73,5,2,2
waterskiing,11,4.72,9,4,0
watertight,10,4.96,7,3,2
waterwheel,10,2.89,8,3,0
watery,6,6.19,5,3,2
Watson's,8,5.35,6,2,3
waver,5,5.28,4,2,1
wavy,4,6.49,4,2,2
waxed,5,6.28,5,1,2
waxen,5,1.39,5,2,2
waxy,4,4.91,5,2,2
waylaid,7,3.81,5,2,3
waylay,6,2.48,4,2,2
way's,5,4.17,3,1,2
wayward,7,5.89,5,2,2
weaken,6,7.11,5,2,2
weakened,8,7.26,6,2,3
weakening,9,6.6,7,3,3
weakens,7,6,6,2,3
weaker,6,7.93,4,2,2
weakest,7,6.89,6,2,2
weakly,6,6.38,5,2,2
wealthiest,10,5.8,8,3,3
wealthy,7,8.49,5,2,2
wean,4,6.62,3,1,1
weaned,6,6.61,4,1,2
weaning,7,6.6,5,2,2
wearied,7,2.89,5,2,2
wearily,7,4.7,6,3,2
wearisome,9,3,6,3,2
weatherbeaten,13,1.95,8,4,3
weathered,9,5.56,5,2,2
weatherproof,12,4.16,8,3,2
weaves,6,5.68,4,1,2
weaving,7,6.9,5,2,2
Webster's,9,7.07,7,2,2
wed,3,9.62,3,1,1
we'd,4,9.45,3,1,2
wedded,6,5.14,5,2,2
wedged,6,5.74,4,1,2
Wednesday's,11,6.31,7,2,3
wee,3,7.94,2,1,1
weeded,6,5.3,5,2,2
weekly,6,9.84,5,2,2
week's,6,8.32,4,1,2
weeny,5,5.16,4,2,1
weep,4,6.72,3,1,1
weigh,5,8.33,2,1,1
weighed,7,7.44,3,1,2
weighs,6,7.62,3,1,2
weighted,8,7.43,5,2,3
weightless,10,4.92,6,2,3
weighty,7,5.24,4,2,3
weirdly,7,4.99,6,2,2
welcomed,8,8.5,7,2,2
welcomes,8,7.15,7,2,2
welcoming,9,6.87,8,3,2
weld,4,7.11,4,1,1
welded,6,6.47,6,2,2
we'll,5,10.4,3,1,2
wellborn,8,1.39,7,2,2
welled,6,4.78,4,1,2
welling,7,5.56,5,2,2
wellknown,9,4.38,6,2,3
went,4,11.66,4,1,1
wept,4,6.01,4,1,1
were,4,13.41,2,1,1
we're,5,11.07,3,1,2
weren't,7,9.93,4,1,2
Wesley's,8,4.9,6,2,3
westbound,9,5.14,8,2,2
westerly,8,4.88,7,3,3
westernize,10,2.4,8,3,3
west's,6,6.01,5,1,2
westward,8,5.93,7,2,2
wetly,5,4.91,5,2,2
we've,5,10.41,3,1,2
whacked,7,6.12,5,1,2
what'd,6,5.47,6,2,2
what'll,7,5.84,5,2,2
what're,7,5.23,5,2,2
what's,6,11.19,5,1,2
wheeled,7,6.16,5,1,2
wheezed,7,3.58,5,1,2
wheezing,8,5.51,6,2,2
wheezy,6,3.09,5,2,2
when's,6,5.87,5,1,2
when've,7,0,0,0,0
vicarious,9,5.06,8,3,2
vicelike,8,0,6,2,2
Vic's,5,4.43,4,1,2
victimize,9,4.39,8,3,2
victimized,10,6.4,9,3,3
victim's,8,6.71,7,2,2
Victorian,9,7.51,9,3,3
Victoria's,10,6.02,9,3,3
victorious,10,6.96,9,3,3
victoriously,12,3.97,11,4,4
Victor's,8,5.18,6,2,0
vie,3,7.22,2,1,1
vied,4,3.71,3,1,2
Vienna's,8,2.71,6,3,3
vies,4,4.11,3,1,2
viewed,6,8.89,4,1,2
viewless,8,0,6,2,2
vigilant,8,6.1,8,3,2
vigorous,8,7.08,6,3,2
vigorously,10,7.13,8,4,3
vilify,6,4.62,6,3,1
villainous,10,5.33,7,3,2
vindicate,9,4.77,8,3,2
vindicated,10,5.74,10,4,3
vindictive,10,6.06,9,3,1
violable,8,0,7,3,2
viola's,7,1.61,6,3,2
violate,7,8.54,6,2,2
violated,8,8.4,8,3,3
violates,8,7.96,7,2,3
violating,9,8.14,8,3,3
violent,7,9.42,7,2,2
violently,9,7.55,9,3,3
Virginians,10,4.48,9,3,0
Virginia's,10,5.37,8,3,3
virile,6,5.02,5,2,1
virtually,9,9.61,7,3,2
virtuous,8,6.4,6,2,2
virulent,8,6.06,8,3,2
visceral,8,5.92,7,3,3
viscous,7,5.9,6,2,2
viselike,8,1.61,6,2,2
visible,7,9.44,6,3,2
visibly,7,6.7,7,3,3
vitalize,8,1.1,6,3,2
vitally,7,5.58,5,3,2
visited,7,9.01,7,3,2
visiting,8,9,7,3,2
visualize,9,7.25,8,3,3
visualized,10,5.45,9,3,4
visualizes,10,3.43,10,4,4
visually,8,7.55,7,3,3
vital,5,9.07,4,2,1
vitreous,8,3.99,7,2,2
vivacious,9,4.42,7,3,2
Vivian's,8,3.76,7,2,2
vivid,5,7.57,5,2,2
vividly,7,6.32,7,3,3
vivified,8,0,7,3,3
vivify,6,0.69,6,3,2
vocab,5,4.57,0,0,0
vocalic,7,1.61,7,3,3
vocalize,8,4.36,7,3,3
vocally,7,5.69,6,3,3
vocational,10,6.72,8,4,2
vocationally,12,3.18,9,5,3
vociferate,10,0,9,4,3
vociferous,10,5.3,9,4,3
vociferously,12,4.92,11,5,4
voiced,6,7.4,4,1,2
voiceless,9,5.56,6,2,2
voice's,7,2.77,5,2,0
volatile,8,7.25,6,3,1
volcanic,8,8.8,8,3,2
voltaic,7,1.61,7,3,2
voluble,7,3.04,7,3,1
volumetric,10,5.04,11,4,3
volumetrically,14,1.1,13,5,5
voluminous,10,5.89,9,4,2
voluntarily,11,7.78,11,5,3
voluntary,9,8.31,9,4,2
volunteered,11,7.31,9,3,3
voluptuous,10,5.53,9,3,1
vomiting,8,7.19,7,3,2
voracious,9,5.73,7,3,2
voraciously,11,4.13,9,4,3
voted,5,9.32,5,2,2
votive,6,3.66,5,2,1
vouchsafes,10,1.1,7,2,3
vowed,5,6.66,3,1,2
voyeuristic,11,4.7,8,4,3
vulcanized,10,4.19,9,3,3
vulgar,6,7,5,2,2
vulgarize,9,1.1,7,3,3
vulnerable,10,8.3,9,4,1
vying,5,5.48,4,2,2
wacky,5,7.6,4,2,1
wadded,6,3.89,5,2,2
waded,5,5.57,5,2,2
waft,4,4.42,4,1,1
waged,5,6.55,4,1,2
wagged,6,3.97,4,1,2
wagging,7,5.59,5,2,2
waggled,7,2.64,5,2,2
waging,6,6.08,5,2,2
Wagner's,8,5.58,6,2,0
wailed,6,5.44,4,1,2
wainscoted,10,0,9,3,2
waited,6,8.76,5,2,2
waive,5,6.54,3,1,1
waived,6,6.49,4,1,2
waked,5,2.77,4,1,2
wakeful,7,3.43,5,2,2
waken,5,4.26,5,2,2
wakened,7,3.78,6,2,3
wakes,5,7.2,4,1,2
walked,6,9.61,4,1,2
walled,6,5.83,4,1,2
walloped,8,3.33,6,2,2
wallow,6,5.81,4,2,1
wallowed,8,3.33,5,2,2
wallowing,9,5.5,6,3,2
Wally's,7,4.91,5,2,3
Walter's,8,4.55,6,2,2
wander,6,7.83,5,2,1
wandered,8,7.31,6,2,2
urban,5,9.07,4,2,2
urbane,6,4.65,4,2,1
urbanize,8,0,6,3,3
urbanized,9,4.32,7,3,4
urged,5,7.81,3,1,2
urgently,8,7.35,7,3,3
urges,5,7.41,4,2,2
urinary,7,6.43,8,4,2
urinate,7,6.07,7,3,2
usable,6,8.52,6,3,2
use,3,13.43,3,1,1
useable,7,7.18,6,3,2
used,4,12.81,4,1,1
usefully,8,5.92,6,3,3
useless,7,9.51,6,2,2
uselessly,9,4.65,8,3,3
uses,4,11.09,5,2,2
ushered,7,5.65,4,2,2
usually,7,11.57,7,3,2
usurious,8,3.26,8,3,3
usurp,5,5.88,5,2,1
usurped,7,5.67,6,2,2
utilitarian,11,5.86,12,5,2
utilize,7,8.27,6,3,2
utilized,8,7.7,7,3,3
utilizes,8,7.11,8,4,3
utilizing,9,8.15,8,4,3
utter,5,8.29,3,2,1
uttered,7,6.77,4,2,2
uttering,8,5.48,5,3,2
utterly,7,8.59,5,3,2
uttermost,9,3.22,7,3,2
vacate,6,5.29,5,2,2
vacated,7,5.58,7,3,3
vacationers,11,3.58,9,4,0
vacationing,11,5.8,8,4,4
vaccinate,9,6.11,7,3,2
vacillate,9,3.47,7,3,1
vacuous,7,5.61,7,2,2
vacuumed,8,4.56,7,2,3
vaginal,7,7.33,6,3,2
vagrant,7,4.48,7,2,2
vague,5,8.76,3,1,1
vaguely,7,7.97,5,2,2
vaguest,7,4.6,6,2,2
vain,4,7.89,3,1,1
valiantly,9,5.09,9,3,2
valid,5,10.13,5,2,1
validate,8,7.37,7,3,2
validated,9,7.03,9,4,3
validating,10,6.28,9,4,3
validly,7,5.45,7,3,2
valley's,8,4.74,5,2,0
valuable,8,9.65,7,3,2
valued,6,7.92,6,2,2
valueless,9,4.98,8,3,2
vamoose,7,2.3,5,2,1
vandal,6,5.25,5,2,1
vandalize,9,3.58,7,3,2
vanish,6,7.24,5,2,1
vanished,8,7.54,6,2,2
vanishing,9,6.92,7,3,2
vanquish,8,4.72,7,2,1
vaporize,8,5.46,6,3,2
vaporous,8,3.99,6,3,2
varicolored,11,1.39,9,4,0
varicose,8,3.99,7,3,1
varied,6,8.26,5,2,2
varies,6,8.72,5,2,2
variously,9,6.16,8,3,3
vary,4,9.39,4,2,1
varying,7,8.46,6,3,2
vascular,8,5.94,8,3,1
vast,4,9.53,4,1,1
vaster,6,3.74,5,2,2
vastly,6,7.98,6,2,2
veer,4,5.24,3,1,1
veered,6,4.76,4,1,2
veers,5,4.47,4,1,2
vegetate,8,3.26,7,3,2
vehement,8,5.59,7,2,2
vehemently,10,6.74,9,3,3
vehicular,9,5.52,9,4,2
veiled,6,6.64,4,1,2
veined,6,3.53,4,1,2
vellum,6,5.26,5,2,1
velvety,7,4.81,7,3,2
venal,5,5.06,4,2,1
vend,4,4.77,4,1,1
venerable,9,6.49,8,4,2
venerate,8,3.97,7,3,2
venerated,9,4.26,9,4,3
venereal,8,5.41,8,3,1
vengeful,8,5.96,6,2,2
venial,6,2.56,6,2,1
venomous,8,6.65,7,3,2
venous,6,4.86,5,2,1
vented,6,6.3,6,2,2
ventilate,9,4.09,7,3,1
ventilated,10,5.47,9,4,2
ventilates,10,1.1,8,3,2
ventured,8,6.39,6,2,2
venturesome,11,2.08,7,3,2
venturous,9,1.79,7,3,0
veracious,9,2.08,7,3,2
verbal,6,8.77,4,2,2
verbalize,9,4.41,6,3,3
verbally,8,7.02,5,3,3
verbatim,8,7.41,7,3,1
verbose,7,7.01,5,2,2
verdant,7,5.09,5,2,1
veridical,9,2.3,9,4,0
verified,8,8.4,7,3,3
verify,6,9.15,6,3,2
verily,6,6.41,6,3,2
verisimilar,11,0,0,0,0
veritable,9,6.19,8,4,3
vermilion,9,4.47,8,3,1
Vermont's,9,3.26,7,2,0
versatile,9,7.63,6,3,1
versed,6,6.78,4,1,2
versify,7,0,6,3,2
vertebral,9,4.17,8,3,3
very,4,13.28,4,2,1
vesicular,9,4.01,9,4,1
vestal,6,4.43,5,2,1
vested,6,7.48,6,2,2
vestigial,9,4.86,9,3,2
veteran's,9,5.32,8,3,2
vetoed,6,6.18,5,2,2
vex,3,4.82,4,1,1
vexatious,9,4.39,8,3,2
vexed,5,4.63,5,1,2
vexes,5,2.89,6,2,2
vexing,6,6.57,6,2,2
vibrant,7,6.74,7,2,2
vibrate,7,6.3,6,2,2
vibrated,8,4.48,8,3,3
vibrating,9,6.98,8,3,3
unlocks,7,5.4,6,2,3
unloose,7,3.43,5,2,2
unlovely,8,2.71,7,3,3
unluckily,9,3.91,8,4,4
unlucky,7,7.02,6,3,3
unmade,6,3.87,5,2,2
unmagnified,11,0,10,4,4
unmalicious,11,0,9,4,3
unmanageable,12,5.19,10,5,3
unmanageably,12,2.08,11,5,4
unmanaged,9,4.57,8,3,3
unmannered,10,0.69,7,3,3
unmarked,8,6.75,7,2,3
unmarried,9,7.01,7,3,3
unmask,6,4.55,6,2,2
unmasked,8,5.35,7,2,3
