unpaintable,11,0,9,4,3,0
unpaired,8,3.22,6,2,3,0
unnerve,7,3.47,5,2,2,0
unnerving,9,5.39,7,3,3,0
unnourished,11,0,8,3,3,0
unpacking,9,6.09,7,3,3,0
unpadded,8,3.37,7,3,3,0
unpaved,7,4.08,6,2,3,0
unperceived,11,2.08,8,3,4,0
unperformed,11,0,9,3,3,0
unpick,6,3.14,5,2,2,0
unplowed,8,2.3,6,2,3,0
unplumbed,9,1.79,7,2,3,0
unready,7,4.17,6,3,2,0
unproved,8,4.01,7,2,3,0
unquenched,10,2.3,8,2,3,0
unquiet,7,3.78,7,2,2,0
unrealism,9,2.56,9,5,0,0
unsolder,8,4.04,6,3,2,0
unredeemed,10,3.22,8,3,3,0
unrelieved,10,3.26,8,3,3,0
unrifled,8,0,7,3,3,0
unreserved,10,4.13,8,3,3,0
unripe,6,3.85,5,2,2,0
unrivalled,10,3.81,7,3,3,0
unrolled,8,4.32,6,2,3,0
unruffled,9,3.22,7,3,3,0
unsaddle,8,0,6,3,2,0
unsalted,8,5.17,8,3,3,0
unsettle,8,3.33,6,3,2,0
unsavory,8,5.53,7,4,3,0
unscathed,9,5.67,7,2,3,0
unschooled,10,3.33,7,2,3,0
unscrewed,9,4.23,7,2,3,0
unsealed,8,5.04,6,2,3,0
unseasoned,10,2.71,7,3,3,0
unseeing,8,3.3,6,3,3,0
unseemly,8,5,7,3,2,0
unselfish,9,5.5,8,3,3,0
unservile,9,0,6,3,3,0
unsettled,9,6.13,7,3,3,0
unshaved,8,2.83,6,2,3,0
unshaven,8,4.3,6,3,3,0
unsheathe,9,1.39,5,2,2,0
unshed,6,2.4,5,2,2,0
unsightly,9,5.43,7,3,3,0
unskilled,9,6.65,7,2,3,0
unsloped,8,0,7,2,3,0
unsmiling,9,2.64,8,3,3,0
unsocial,8,3.3,6,3,3,0
unspoken,8,6.09,8,3,3,0
unspotted,9,2.56,8,3,3,0
unstained,9,3.64,7,2,3,0
unstapled,9,2.64,8,3,3,0
unstilted,9,0,9,3,3,0
unstop,6,0,6,2,2,0
unstressed,10,4.36,8,2,3,0
unstring,8,2.48,7,2,2,0
unstrung,8,2.89,7,2,2,0
unstuck,7,4.62,6,2,2,0
unstudied,9,2.64,8,3,4,0
unsuitably,10,0,9,4,4,0
unsuited,8,5.28,7,3,3,0
unsullied,9,4.09,7,3,3,0
unsyllabic,10,0,9,4,3,0
untangle,8,4.91,7,3,2,0
unteach,7,0,5,2,2,0
untellable,10,1.39,8,4,3,0
unthaw,6,2.3,4,2,2,0
unthematic,10,0,9,4,3,0
untidy,6,4.66,6,3,2,0
untimely,8,5.94,7,3,3,0
untiring,8,3.83,7,3,3,0
untoward,8,5.02,8,3,2,0
untracked,9,3.53,7,2,3,0
untrained,9,6.4,7,2,3,0
untruthful,10,3.97,8,3,3,0
unuttered,9,1.61,6,3,3,0
unvarying,9,3,8,4,3,0
unversed,8,2.3,6,2,3,0
unvoiced,8,3.93,6,2,3,0
unwaivering,11,1.39,8,4,4,0
unwell,6,4.29,5,2,2,0
unwholesome,11,4.29,7,3,3,0
unwieldy,8,5.65,7,3,3,0
unwinding,9,4.64,8,3,3,0
unwire,6,0,5,2,2,0
unwired,7,2.77,6,2,3,0
unwisely,8,4.53,7,3,3,0
unwitting,9,6,7,3,3,0
unwomanly,9,0,9,4,3,0
unwonted,8,1.61,8,3,3,0
unworn,6,3,6,2,3,0
unwound,7,4.79,6,2,2,0
unwounded,9,2.64,8,3,3,0
unwrinkled,10,2.3,8,3,3,0
unwritten,9,6.06,6,3,3,0
upcountry,9,3.33,8,3,2,0
upend,5,2.64,5,2,2,0
upholds,7,5.14,7,2,3,0
upholster,9,0.69,8,3,1,0
uppermost,9,4.8,7,3,3,0
upraised,8,4.56,6,2,3,0
upriver,7,3.87,6,3,2,0
uproarious,10,3.26,8,3,3,0
uprooted,8,5.38,7,3,3,0
upsetting,9,6.64,7,3,3,0
upstage,7,3.91,6,2,2,0
upturned,8,5.07,6,2,3,0
underfoot,9,5.28,7,3,2,0
undergoes,9,5.62,7,3,3,0
undergone,9,6.83,7,3,2,0
underhand,9,4.34,8,3,2,0
underhung,9,2.4,7,3,0,0
underlie,8,5.24,6,3,2,0
underlies,9,5.37,7,3,3,0
underline,9,6.72,7,3,2,0
underpaid,9,5.89,7,3,3,0
underpay,8,2.77,6,3,2,0
underpin,8,3.71,7,3,2,0
underpins,9,3.5,8,3,3,0
underplay,9,4.53,8,3,0,0
underplayed,11,3.43,8,3,0,0
underproof,10,0,8,3,0,0
underquote,10,0,8,3,0,0
underrate,9,3.99,7,3,2,0
undersea,8,5.89,6,3,2,0
undersell,9,2.77,7,3,2,0
undershoot,10,2.89,7,3,2,0
undersign,9,0,8,3,3,0
undersize,9,3.37,7,3,2,0
understate,10,4.36,8,3,2,0
undertook,9,5.57,7,3,2,0
uneasily,8,4.52,7,4,4,0
underwent,9,6.29,8,3,2,0
underwrite,10,5.32,7,3,2,0
undimmed,8,2.08,6,2,3,0
undeterred,10,4.01,7,3,3,0
undismayed,10,0,8,3,3,0
undock,6,1.1,5,2,2,0
undreamed,9,4.13,7,2,3,0
undreamt,8,2.71,7,2,3,0
undressed,9,6.27,7,2,3,0
undulate,8,3.53,7,3,2,0
uneaten,7,3.69,5,3,3,0
unending,8,5.77,7,3,3,0
unequaled,9,4.37,8,3,4,0
unerring,8,4.32,6,3,3,0
unfixed,7,4.32,7,2,3,0
unflagging,10,3.09,8,3,3,0
unfailing,9,3.89,7,3,3,0
unfolds,7,5.63,7,2,3,0
unformed,8,3.87,7,2,3,0
unfaithful,10,5.45,7,3,3,0
unfastened,10,4.93,7,3,4,0
unfeeling,9,5.21,7,3,3,0
unfeigned,9,2.3,6,2,3,0
unfenced,8,2.94,7,2,3,0
unfertile,9,1.1,6,3,2,0
unfettered,10,5.8,7,3,3,0
unfolded,8,5.75,8,3,3,0
unforseen,9,5.53,9,3,0,0
unfrosted,9,2.3,9,3,3,0
unfrozen,8,4.42,7,3,3,0
unfruitful,10,3.14,8,3,3,0
unfurl,6,3.5,5,2,2,0
unfurled,8,4.57,6,2,3,0
ungainly,8,4.47,7,3,3,0
ungallant,9,1.79,8,3,2,0
unglazed,8,3.64,7,2,3,0
unglued,7,4.42,6,2,3,0
ungodly,7,5.78,7,3,3,0
ungoverned,10,2.83,8,3,3,0
ungracious,10,3.85,8,3,3,0
ungrudging,10,0,8,3,3,0
unguarded,9,4.99,8,3,3,0
unguided,8,4.22,7,3,3,0
unhand,6,1.79,6,2,2,0
unhappily,9,5.05,8,4,3,0
unheated,8,4.66,7,3,3,0
unheeded,8,4.61,7,3,3,0
unheeding,9,1.95,7,3,3,0
unhesitant,10,0,10,4,3,0
unhinge,7,1.95,6,2,2,0
unhinged,8,4.01,7,2,3,0
unhitched,9,2.4,6,2,3,0
unhorse,7,1.1,6,2,2,0
unhurried,9,4.39,7,3,3,0
unhurt,6,4.3,5,2,2,0
unifies,7,5.1,7,3,3,0
unifying,8,6.24,8,4,3,0
unimpaired,10,3.5,8,3,4,0
unionize,8,3.64,8,3,3,0
uninjured,9,4.16,7,3,3,0
unitized,8,2.89,8,3,4,0
univalent,9,1.1,10,4,3,0
unkempt,7,4.3,7,2,2,0
unknowing,9,5.43,6,3,3,0
unlaced,7,3.64,6,2,3,0
unleashing,10,5.35,7,3,3,0
unleavened,10,4.53,7,3,3,0
unlettered,10,3.93,7,3,3,0
unlined,7,3.58,6,2,0,0
unlinked,8,4.28,7,2,3,0
unlisted,8,6.54,8,3,3,0
unloading,9,6.5,7,3,3,0
unloads,7,4.91,6,2,3,0
unlocking,9,5.57,7,3,3,0
turquoise,9,5.91,6,2,1,0
tuxedoed,8,1.39,8,3,2,0
Twain's,7,4.52,5,1,0,0
tweedy,6,3.53,5,2,2,0
tweezed,7,1.61,5,1,0,0
twigged,7,2.77,5,1,2,0
twined,6,3.93,5,1,2,0
twirled,7,4.56,5,1,2,0
twirling,8,5.26,6,2,2,0
twirlingly,10,0,8,3,0,0
twittered,9,1.79,6,2,2,0
twofaced,8,1.61,6,2,3,0
twopenny,8,3,6,3,0,0
twotiming,9,0,7,3,0,0
typecast,8,4.98,7,2,2,0
typewrite,9,2.2,6,2,2,0
typified,8,4.98,7,3,3,0
typify,6,4.43,6,3,2,0
tyrannize,9,2.94,7,3,2,0
ulcerate,8,1.39,6,3,2,0
ulcerated,9,2.56,8,4,3,0
unadopted,9,2.48,9,4,3,0
unadorned,9,4.34,8,3,3,0
unafraid,8,4.63,7,3,2,0
umbilical,9,5.53,8,4,2,0
umpteenth,9,5.36,7,2,3,0
unabashed,9,5.26,7,3,3,0
unabated,8,5.34,8,4,3,0
unachieved,10,1.1,7,3,3,0
unadvised,9,0.69,8,3,3,0
unaided,7,5.1,6,3,3,0
unalloyed,9,4.8,6,3,3,0
unamused,8,2.89,8,3,3,0
unanalyzed,10,1.1,8,4,4,0
unarm,5,1.79,5,2,2,0
unasked,7,4.47,6,2,3,0
unawares,8,4.57,7,3,3,0
unbalance,9,5.09,8,3,2,0
unbeaten,8,5.47,6,3,3,0
unburden,8,3.26,6,3,2,0
unburdened,10,3.33,7,3,3,0
unburned,8,4.22,6,2,3,0
unbend,6,3.22,6,2,2,0
unbent,6,3.18,6,2,2,0
unbidden,8,4.08,6,3,3,0
unbind,6,4.38,6,2,2,0
unblushing,10,0,8,3,3,0
unbounded,9,5.58,8,3,3,0
unbridled,9,5.8,8,3,3,0
unbroken,8,6.14,8,3,3,0
unbuckle,8,3.66,6,3,2,0
unbutton,8,5.16,6,3,2,0
uncap,5,2.2,5,2,2,0
uncaused,8,3.66,6,2,3,0
unceasing,9,4.08,7,3,3,0
uncharged,9,4.03,7,2,3,0
undercut,8,6.07,7,3,2,0
uncharted,9,5.59,8,3,3,0
uncivil,7,4.75,6,3,2,0
unclad,6,3.22,6,2,2,0
unclaimed,9,5.32,7,2,3,0
unclenched,10,2.4,8,2,3,0
unclouded,9,3.33,8,3,3,0
uncolored,9,3.69,7,3,3,0
uncombable,10,0,8,4,3,0
uncork,6,3.5,6,2,2,0
uncorked,8,3.53,7,2,3,0
uncounted,9,4.55,8,3,3,0
uncouple,8,3.47,6,3,2,0
uncousinly,10,0,8,4,3,0
underbid,8,3.14,7,3,2,0
uncross,7,3.43,6,2,2,0
uncrushable,11,0,9,4,3,0
uncurled,8,3.53,6,2,3,0
undamaged,9,5.84,8,3,3,0
undated,7,4.11,7,3,3,0
undaunted,9,5.02,8,3,3,0
underact,8,0,7,3,2,0
undercharge,11,2.4,8,3,2,0
underdone,9,2.71,7,3,2,0
underfed,8,3.97,7,3,2,0
transpose,9,5.75,8,2,2,0
trapper's,9,2.89,6,2,3,0
traversed,9,5.44,7,2,3,0
treasonable,11,2.4,8,4,2,0
treasonous,10,5.33,7,3,2,0
treasured,9,5.66,6,2,2,0
treasury's,10,4.06,7,3,3,0
treatable,9,5.37,7,3,2,0
trekked,7,3.53,5,1,2,0
trembled,8,6.1,7,2,2,0
trembles,8,4.61,7,2,2,0
trenchant,9,3.58,8,2,2,0
trespassed,10,3.83,8,2,2,0
tribe's,7,4.6,5,1,0,0
tribune's,9,3.81,8,2,0,0
trichrome,9,0,7,2,0,0
trickling,9,5.38,7,3,2,0
trifling,8,4.93,7,3,2,0
trilled,7,3.04,5,1,2,0
trisect,7,2.4,7,2,2,0
troubling,9,6.61,7,3,2,0
trounce,7,4.26,5,1,1,0
trucked,7,4.7,5,1,2,0
truck's,7,3.97,5,1,0,0
trudged,7,4.34,5,1,2,0
TRUE,4,0,3,1,1,0
Truman's,8,5.11,7,2,0,0
trundling,9,3.43,8,3,2,0
trustee's,9,3.09,7,2,3,0
trustfully,10,0,8,3,3,0
tubeless,8,3.93,6,2,2,0
Tucker's,8,5.12,5,2,0,0
tumbling,8,6.31,7,3,2,0
tumidity,8,0,0,0,0,0
tuneful,7,3.56,5,2,2,0
tunelessly,10,2.2,8,3,0,0
tunneled,8,3.4,5,2,2,0
turbid,6,3.66,5,2,1,0
toneless,8,1.61,6,2,2,0
toothless,9,5.08,6,2,2,0
toothsome,9,2.64,5,2,2,0
topmost,7,5.32,7,2,2,0
topnotch,8,3.5,6,2,2,0
torrential,10,4.58,7,3,2,0
tortuous,8,4.76,7,2,2,0
totemic,7,3.14,7,3,2,0
totted,6,1.1,5,2,2,0
totter,6,3.47,4,2,1,0
tottering,9,4.55,6,3,2,0
tourist's,9,3.78,7,2,3,0
tousle,6,2.08,4,2,1,0
tousled,7,4.25,5,2,2,0
tower's,7,4.33,4,2,0,0
traceable,9,5.62,7,3,2,0
trackless,9,3.18,7,2,2,0
tractable,9,4.93,8,3,2,0
trafficked,10,3.97,7,2,2,0
traipse,7,3.14,5,1,1,0
traitorous,10,4.93,7,3,3,0
tramped,7,2.83,6,1,2,0
tranquil,8,5.51,8,2,1,0
transact,8,5.27,8,2,2,0
transcend,9,6.62,8,2,1,0
transfix,8,1.95,9,2,2,0
transfuse,9,1.61,9,2,1,0
Thoreau's,9,3.22,5,2,2,0
transpire,9,5.29,8,2,2,0
thither,7,3.93,4,2,1,0
Thomas's,8,4.98,7,3,2,0
Thompson's,10,5.94,7,2,3,0
thoughtless,11,5.86,6,2,2,0
threadbare,10,4.22,7,2,2,0
threadlike,10,1.1,7,2,2,0
threefold,9,5.41,7,2,2,0
thresh,6,3.66,4,1,1,0
threshed,8,0.69,5,1,2,0
thrifty,7,5.15,6,2,2,0
throat's,8,3.4,5,1,2,0
throttled,9,5.05,6,2,2,0
throttling,10,4.45,7,3,2,0
throwaway,9,5.55,6,2,2,0
thudding,8,3.78,5,2,2,0
thumbing,8,5.23,5,2,2,0
thundered,9,4.63,6,2,2,0
thundering,10,5.65,7,3,2,0
thunderous,10,5.11,7,3,2,0
Thursday's,10,5.9,6,2,3,0
thwarted,8,5.84,7,2,2,0
thwarting,9,4.83,7,2,2,0
thyroidal,9,0,6,3,2,0
ticklish,8,5.51,6,3,2,0
tidied,6,4.23,5,2,2,0
tidying,7,4.47,6,3,2,0
tightest,8,5.02,6,2,2,0
timbered,8,2.89,6,2,2,0
timeworn,8,2.71,7,2,3,0
timidly,7,4.57,7,3,2,0
timorous,8,3,7,3,1,0
tinkled,7,2.64,6,2,2,0
tinkling,8,4.13,7,3,2,0
tinplate,8,5.28,7,2,0,0
tintable,8,0,7,3,2,0
tiredly,7,3.91,6,2,3,0
tireless,8,5.68,6,2,2,0
titillate,9,3.53,6,3,1,0
toasting,8,5.43,6,2,2,0
toastrack,9,0,7,2,0,0
toilsome,8,0,5,2,2,0
tokenish,8,0,7,3,0,0
tolled,6,3.22,4,1,2,0
Tolstoy's,9,3.95,7,2,0,0
tomblike,8,0.69,6,2,0,0
televise,8,4.79,7,3,2,0
telltale,8,5.25,6,2,2,0
temperate,9,6.28,8,3,2,0
temporize,9,2.71,8,3,2,0
tempts,6,4.43,6,1,2,0
tenable,7,4.74,6,3,2,0
tenacious,9,5.5,7,3,2,0
tendered,8,4.6,6,2,2,0
tenderize,9,3.76,7,3,2,0
tenderly,8,6.07,7,3,2,0
tenfold,7,4.79,7,2,2,0
Tennessee's,11,3.37,7,3,0,0
tensely,7,3.3,6,2,2,0
tensional,9,1.1,7,3,3,0
tensioning,10,4.53,7,3,3,0
tensionless,11,1.39,8,3,3,0
tenting,7,3.58,6,2,0,0
tenuously,9,4.09,9,3,3,0
terming,7,3.66,5,2,2,0
terraced,8,3.93,6,2,2,0
terrifies,9,3.97,7,3,3,0
terrify,7,4.72,6,3,2,0
terrorize,9,6,6,3,3,0
terrorized,10,5.49,7,3,4,0
tersely,7,4.39,5,2,2,0
tertiary,8,6.38,7,4,1,0
testifies,9,5.47,8,3,3,0
testily,7,3.26,7,3,2,0
tethered,8,5.06,5,2,2,0
tetragonal,10,1.39,9,4,3,0
textile's,9,0,8,2,2,0
thankless,9,5,7,2,2,0
theistic,8,5.81,7,3,3,0
Thelma's,8,1.1,6,2,0,0
theology's,10,1.39,8,4,4,0
theorize,8,5.48,6,2,2,0
thereabout,10,2.2,7,3,2,0
therefrom,9,5.04,7,2,2,0
thereunder,10,3.58,7,3,2,0
thereupon,9,5.07,7,3,2,0
therewith,9,4.54,6,2,2,0
thermally,9,5.09,5,3,3,0
thickened,9,5.56,6,2,3,0
thickening,10,4.8,7,3,3,0
thickens,8,5.41,6,2,3,0
thickest,8,5.14,6,2,2,0
thickheaded,11,1.61,8,3,3,0
thickwitted,11,0,8,3,0,0
thieve,6,2.71,3,1,1,0
thieving,8,4.81,5,2,2,0
thirsted,8,2.3,6,2,2,0
table's,7,4.71,5,2,2,0
tabular,7,5.68,7,3,2,0
tabulate,8,5.03,8,3,2,0
tactful,7,5.02,6,2,2,0
tactless,8,3.97,7,2,2,0
tactual,7,0,7,2,2,0
tactually,9,0,9,4,0,0
Tahitian,8,4.17,6,3,2,0
tailcoat,8,2.08,6,2,0,0
taleteller,10,0,7,3,0,0
talkative,9,5.55,7,3,2,0
tangibly,8,3.74,8,3,2,0
tantalize,9,3.81,8,3,1,0
tapdance,8,3.37,7,2,0,0
tapering,8,5.61,6,3,2,0
tardily,7,1.39,7,3,3,0
target's,8,5.4,7,2,2,0
tarnished,9,5.73,7,2,2,0
tarpapered,10,0,8,3,3,0
tartly,6,2.4,6,2,2,0
tauntingly,10,2.48,8,3,3,0
taxied,6,4.43,6,2,2,0
taxpaying,9,4.67,8,3,3,0
teammate's,10,2.3,7,2,3,0
tearaway,8,2.08,6,3,0,0
teems,5,2.48,4,1,2,0
teethe,6,0,3,1,1,0
telegrapher,11,1.39,9,4,0,0
supervene,9,0,7,3,2,0
supervened,10,0,8,3,3,0
