consequent,123,10,475,6.16,10,3,2,JJ
consequential,123,13,435,6.08,13,4,3,JJ
conspicuously,123,13,327,5.79,13,4,2,RB
conspired,123,9,350,5.86,8,2,2,VB
constituting,123,12,368,5.91,11,4,3,VB
constrain,123,9,330,5.8,8,2,2,VB
consultative,123,12,374,5.92,11,4,2,JJ
consumer's,123,10,372,5.92,8,3,4,encl
contaminate,123,11,359,5.88,10,4,2,VB
contended,123,9,369,5.91,9,3,2,VB
contending,123,10,326,5.79,9,3,2,VB
contends,123,8,476,6.17,8,2,2,VB
contented,123,9,335,5.81,9,3,2,VB
contentious,123,11,461,6.13,9,3,2,JJ
contraceptive,123,13,394,5.98,12,4,3,JJ
contrasted,123,10,450,6.11,10,3,2,VB
conveying,123,9,434,6.07,7,3,3,VB
conveys,123,7,463,6.14,6,2,3,VB
convicts,123,8,469,6.15,8,2,2,VB
cooperated,123,10,368,5.91,10,5,4,VB
correspondingly,123,15,396,5.98,13,5,4,RB
cosmological,123,12,371,5.92,11,5,4,JJ
council's,123,9,419,6.04,6,2,2,encl
covertly,123,8,336,5.82,7,3,2,RB
cow's,123,5,490,6.19,3,1,2,encl
coy,123,3,465,6.14,2,1,1,JJ
creamed,123,7,328,5.79,5,1,2,VB
creased,123,7,402,6,5,1,2,VB|JJ
crispy,123,6,437,6.08,6,2,2,JJ
crouched,123,8,471,6.15,5,1,2,VB
crowding,123,8,331,5.8,6,2,2,VB
crucify,123,7,487,6.19,7,3,2,VB
crumbled,123,8,331,5.8,7,2,2,VB
crumpled,123,8,339,5.83,7,2,2,JJ
culinary,123,8,451,6.11,8,4,1,JJ
cultivating,123,11,365,5.9,10,4,3,VB
cutaneous,123,9,450,6.11,9,3,1,JJ
cutest,123,6,325,5.78,7,2,2,JJ
cyclical,123,8,459,6.13,7,3,3,JJ
cylindrical,123,11,472,6.16,10,4,3,JJ
damning,123,7,483,6.18,5,2,2,VB
dampen,123,6,344,5.84,6,2,2,VB
dampening,123,9,404,6,8,3,3,JJ|VB
darkly,123,6,348,5.85,6,2,2,RB
Darwin's,123,8,333,5.81,7,2,3,encl
dazzling,123,8,464,6.14,6,3,2,JJ|VB
debilitating,123,12,477,6.17,11,5,2,JJ|VB
debunk,123,6,398,5.99,6,2,2,VB
decadent,123,8,386,5.96,7,3,2,JJ
decays,123,6,483,6.18,5,2,2,VB
deceitful,123,9,440,6.09,7,3,2,JJ
decisively,123,10,427,6.06,9,4,3,RB
decorate,123,8,390,5.97,6,3,2,VB
decry,123,5,326,5.79,5,2,2,VB
deepening,123,9,369,5.91,7,3,3,VB
defame,123,6,417,6.03,5,2,2,VB
defaulted,123,9,428,6.06,8,3,2,VB
defendant's,123,11,377,5.93,10,3,3,encl
defensible,123,10,439,6.08,9,4,2,JJ
definable,123,9,401,5.99,8,4,3,JJ
degenerated,123,11,441,6.09,11,5,4,VB
dehydrated,123,10,348,5.85,10,4,4,JJ|VB
deleterious,123,11,348,5.85,10,4,1,JJ
delicately,123,10,395,5.98,9,4,3,RB
delightfully,123,12,328,5.79,8,4,3,RB
demolish,123,8,406,6.01,7,3,1,VB
demonstrable,123,12,385,5.95,11,4,3,JJ
denigrate,123,9,446,6.1,8,3,1,VB
Denny's,123,7,368,5.91,5,2,0,?
denouncing,123,10,453,6.12,8,3,3,VB
departs,123,7,377,5.93,7,2,2,VB
deplore,123,7,369,5.91,6,2,2,VB
depraved,123,8,474,6.16,7,2,2,JJ
depress,123,7,464,6.14,6,2,2,VB
descends,123,8,413,6.02,7,2,3,VB
designates,123,10,430,6.06,9,3,3,VB
designating,123,11,381,5.94,10,4,3,VB
desolate,123,8,378,5.93,7,3,1,JJ
detachable,123,10,487,6.19,8,4,3,JJ
detest,123,6,473,6.16,6,2,1,VB
detonated,123,9,330,5.8,9,4,3,VB
devising,123,8,365,5.9,7,3,2,VB
devour,123,6,370,5.91,5,2,1,VB
devoured,123,8,370,5.91,6,2,2,VB
diabolical,123,10,431,6.07,9,4,3,JJ
dictatorial,123,11,347,5.85,11,4,4,JJ
differentiated,123,14,411,6.02,12,6,4,VB|JJ
diffused,123,8,354,5.87,7,2,3,VB
diminishes,123,10,462,6.14,9,4,3,VB
disapproved,123,11,351,5.86,9,3,3,VB
disavow,123,7,432,6.07,6,3,3,VB
disbanded,123,9,471,6.15,9,3,3,VB
disbelieve,123,10,427,6.06,8,3,2,VB
discharges,123,10,391,5.97,9,3,3,VB
disclaim,123,8,381,5.94,7,2,2,VB
disconcerting,123,13,434,6.07,11,4,3,JJ|VB
diseased,123,8,464,6.14,6,2,2,JJ
disgraceful,123,11,330,5.8,9,3,3,JJ
disillusioned,123,13,409,6.01,9,4,4,VB|JJ
dismount,123,8,371,5.92,7,2,2,VB
disobey,123,7,340,5.83,6,3,2,VB
disorganized,123,12,434,6.07,11,4,4,JJ
disoriented,123,11,414,6.03,11,4,3,VB|JJ
disparage,123,9,384,5.95,8,3,1,VB
dispatching,123,11,352,5.86,8,3,3,VB
dispensed,123,9,358,5.88,8,2,3,VB
dispensing,123,10,338,5.82,9,3,3,VB
displace,123,8,369,5.91,7,2,2,VB
disproportionately,123,18,462,6.14,15,6,5,RB
disqualify,123,10,473,6.16,10,4,2,VB
disregarding,123,12,394,5.98,11,4,3,VB
disrespectful,123,13,457,6.12,12,4,3,JJ
disseminating,123,13,427,6.06,11,5,4,VB
dissimilar,123,10,432,6.07,8,4,3,JJ
dissipate,123,9,424,6.05,7,3,1,VB
dissipated,123,10,398,5.99,9,4,2,VB
dissolving,123,10,485,6.18,8,3,3,VB
dissuade,123,8,431,6.07,6,2,2,VB
distinguishable,123,15,383,5.95,13,5,2,JJ
distraught,123,10,370,5.91,7,2,1,JJ
distressing,123,11,469,6.15,9,3,2,JJ|VB
dived,123,5,371,5.92,4,1,2,VB
diverge,123,7,380,5.94,5,2,2,VB
diverting,123,9,410,6.02,7,3,3,VB
docile,123,6,391,5.97,4,2,1,JJ
doctrinal,123,9,451,6.11,8,3,2,JJ
dopey,123,5,346,5.85,4,2,2,JJ
downed,123,6,460,6.13,4,1,2,VB
drab,123,4,342,5.83,4,1,1,JJ
dreary,123,6,408,6.01,5,2,2,JJ
drenched,123,8,398,5.99,6,1,2,VB
dripped,123,7,425,6.05,5,1,2,VB
drugged,123,7,484,6.18,5,1,2,VB
ducked,123,6,441,6.09,4,1,2,VB
duke's,123,6,424,6.05,4,1,2,encl
dwindling,123,9,422,6.05,8,3,2,VB
dyed,123,4,482,6.18,3,1,2,VB|JJ
eagle's,123,7,377,5.93,5,2,0,?
earnestly,123,9,326,5.79,7,3,2,RB
ecclesiastical,123,14,335,5.81,12,6,4,JJ
eclipsed,123,8,334,5.81,7,2,2,VB
Eddie's,123,7,391,5.97,4,2,3,encl
Edward's,123,8,426,6.05,6,2,2,encl
effecting,123,9,408,6.01,7,3,3,VB
effortlessly,123,12,443,6.09,9,4,3,RB
egalitarian,123,11,372,5.92,11,5,2,JJ
ejaculate,123,9,458,6.13,9,4,1,VB
elaborated,123,10,378,5.93,10,5,4,VB
electrostatic,123,13,444,6.1,13,5,3,JJ
elliptical,123,10,427,6.06,8,4,3,JJ
elongated,123,9,338,5.82,9,4,4,VB
eludes,123,6,330,5.8,5,2,2,VB
embark,123,6,469,6.15,6,2,2,VB
embarked,123,8,419,6.04,7,2,3,VB
embodies,123,8,371,5.92,7,3,3,VB
embroidered,123,11,357,5.88,8,3,2,VB
emigrate,123,8,327,5.79,7,3,3,VB
eminently,123,9,386,5.96,9,4,3,RB
emphatic,123,8,347,5.85,7,3,2,JJ
employee's,123,10,469,6.15,7,3,0,?
emptying,123,8,407,6.01,7,3,2,VB
encapsulate,123,11,390,5.97,10,4,3,VB
encased,123,7,418,6.04,6,2,3,VB
endangering,123,11,448,6.1,9,4,3,VB
endearing,123,9,377,5.93,7,3,3,JJ|VB
enforceable,123,11,389,5.96,9,4,3,JJ
engulfed,123,8,432,6.07,7,2,3,VB
enigmatic,123,9,330,5.8,9,4,2,JJ
enjoin,123,6,348,5.85,5,2,1,VB
enlarging,123,9,374,5.92,8,3,3,VB
ensue,123,5,385,5.95,4,2,2,VB
ensued,123,6,393,5.97,5,2,3,VB
enterprising,123,12,411,6.02,10,4,2,JJ|VB
entice,123,6,480,6.17,5,2,1,VB
entitle,123,7,385,5.95,6,3,2,VB
entitles,123,8,426,6.05,7,3,3,VB
entrusted,123,9,421,6.04,9,3,3,VB
enumerate,123,9,332,5.81,8,4,3,VB
envelop,123,7,372,5.92,7,3,1,VB
epidemiological,123,15,436,6.08,14,7,5,JJ
Episcopal,123,9,472,6.16,8,4,2,JJ
erode,123,5,368,5.91,4,2,1,VB
eroded,123,6,469,6.15,6,3,2,VB
erred,123,5,336,5.82,3,1,2,VB
erupt,123,5,395,5.98,5,2,2,VB
eschew,123,6,366,5.9,4,2,1,VB
espoused,123,8,410,6.02,6,2,3,VB|JJ
espousing,123,9,342,5.83,7,3,3,VB
espy,123,4,390,5.97,4,2,2,VB
etch,123,4,398,5.99,2,1,1,VB
evacuate,123,8,472,6.16,8,4,3,VB
evacuated,123,9,419,6.04,10,5,4,VB
evoked,123,6,370,5.91,5,2,3,VB
exacerbate,123,10,333,5.81,9,4,3,VB
exacerbated,123,11,406,6.01,11,5,4,VB
exacting,123,8,405,6,8,3,2,JJ|VB
exaggerate,123,10,478,6.17,9,4,1,VB
exaggerating,123,12,486,6.19,11,5,2,VB
excitedly,123,9,381,5.94,9,4,4,RB
excruciating,123,12,457,6.12,12,5,4,JJ|VB
exerted,123,7,386,5.96,7,3,2,VB
exerting,123,8,371,5.92,7,3,2,VB
exhale,123,6,446,6.1,6,2,2,VB
exhausting,123,10,443,6.09,8,3,2,VB
existential,123,11,485,6.18,10,4,4,JJ
exorbitant,123,10,381,5.94,11,4,2,JJ
expansive,123,9,471,6.15,9,3,2,JJ
experiential,123,12,389,5.96,11,5,3,JJ
exploratory,123,11,418,6.04,12,5,2,JJ
expound,123,7,362,5.89,7,2,1,VB
extinguish,123,10,332,5.81,10,3,1,VB
extinguished,123,12,382,5.95,11,3,2,VB
extravagant,123,11,380,5.94,12,4,2,JJ
fabricate,123,9,391,5.97,8,3,2,VB
facetious,123,9,390,5.97,7,3,1,JJ
fainted,123,7,379,5.94,6,2,2,VB
faintest,123,8,359,5.88,7,2,2,JJ
faintly,123,7,473,6.16,6,2,2,RB
fairer,123,6,413,6.02,4,2,2,JJ
familial,123,8,358,5.88,8,3,2,JJ
fanciful,123,8,347,5.85,7,3,2,JJ
farmer's,123,8,455,6.12,6,2,3,encl
fasten,123,6,491,6.2,4,2,2,VB
fatally,123,7,346,5.85,5,3,3,RB
fatter,123,6,410,6.02,4,2,2,JJ
feathered,123,9,459,6.13,5,2,2,JJ|VB
female's,123,8,409,6.01,6,2,0,?
fermenting,123,10,378,5.93,8,3,2,VB
ferocious,123,9,419,6.04,7,3,2,JJ
fielded,123,7,358,5.88,6,2,2,VB
firstborn,123,9,330,5.8,8,2,2,JJ
flanking,123,8,386,5.96,7,2,2,VB
flapping,123,8,346,5.85,6,2,2,VB
flared,123,6,414,6.03,5,1,2,VB
flattering,123,10,477,6.17,7,3,2,JJ|VB
fleeting,123,8,470,6.15,6,2,2,JJ|VB
fleshy,123,6,488,6.19,5,2,2,JJ
flexed,123,6,391,5.97,6,1,2,VB
flicked,123,7,445,6.1,5,1,2,VB
flinch,123,6,356,5.87,5,1,1,VB
flopped,123,7,392,5.97,5,1,2,VB
flourished,123,10,450,6.11,7,2,2,VB
fluctuate,123,9,373,5.92,8,3,1,VB
fluently,123,8,363,5.89,8,2,3,RB
fondle,123,6,339,5.83,5,2,1,VB
fondly,123,6,463,6.14,6,2,2,RB
forbade,123,7,335,5.81,5,2,1,VB
forego,123,6,431,6.07,5,2,2,VB
