wifely,6,2.83,5,2,2,0,0
willfully,9,6.17,7,3,0,0,1
willowy,7,3.37,5,3,2,0,0
Wilsonian,9,1.79,9,4,0,0,2
wincing,7,4.96,6,2,2,0,1
windless,8,3.37,7,2,2,0,1
windowless,10,4.38,8,3,2,0,1
windsleeve,10,0,8,2,0,0,2
windswept,9,4.53,9,2,2,0,1
windward,8,5.27,7,2,2,0,1
wine's,6,3.14,4,1,0,0,0
wingless,8,3.53,6,2,2,0,0
winless,7,3.66,6,2,2,0,0
winsome,7,4.49,5,2,1,0,0
wintered,8,2.48,6,2,2,0,0
wintery,7,3.37,6,3,2,0,0
wintry,6,3.56,6,2,2,0,0
wisecracked,11,0.69,8,2,3,0,2
wistful,7,5.23,6,2,2,0,1
wistfully,9,5.04,7,3,3,0,1
witchdoctor,11,3.04,8,3,0,0,2
withered,8,5.31,5,2,2,0,1
withering,9,6.38,6,3,2,0,1
withstood,9,5.36,7,2,2,0,1
wittingly,9,3.4,7,3,3,0,1
wive's,6,3.47,4,1,0,0,0
wobbled,7,4.56,5,2,2,0,0
woebegone,9,2.2,7,3,3,0,2
womanish,8,1.95,7,3,2,0,2
womanize,8,1.39,7,3,2,0,2
womanly,7,5.02,7,3,2,0,1
warbling,8,4.19,7,3,2,0,1
warily,6,4.88,6,3,2,0,0
warlike,7,5.18,6,2,2,0,1
warmish,7,3.3,6,2,2,0,0
warningly,9,1.95,8,3,3,0,2
warred,6,3.04,4,1,2,0,0
Warren's,8,5.37,6,2,2,0,1
Warsaw's,8,2.56,6,2,0,0,0
wartorn,7,0.69,7,2,3,0,2
warty,5,3.56,5,2,2,0,0
washable,8,5.48,6,3,2,0,1
watchstrap,10,0,8,2,2,0,2
waterborne,10,4.43,8,3,2,0,1
waterhole,9,3.22,7,3,0,0,2
watertight,10,4.96,7,3,2,0,1
waterwheel,10,2.89,8,3,0,0,2
Watson's,8,5.35,6,2,3,0,1
waxen,5,1.39,5,2,2,0,0
waylaid,7,3.81,5,2,3,0,0
waylay,6,2.48,4,2,2,0,0
weakening,9,6.6,7,3,3,0,1
wearied,7,2.89,5,2,2,0,0
wearily,7,4.7,6,3,2,0,1
wearisome,9,3,6,3,2,0,2
weathered,9,5.56,5,2,2,0,1
weightless,10,4.92,6,2,3,0,1
weirdly,7,4.99,6,2,2,0,1
wellborn,8,1.39,7,2,2,0,2
wellknown,9,4.38,6,2,3,0,1
Wesley's,8,4.9,6,2,3,0,1
westbound,9,5.14,8,2,2,0,1
westerly,8,4.88,7,3,3,0,1
westernize,10,2.4,8,3,3,0,2
westward,8,5.93,7,2,2,0,1
wheezed,7,3.58,5,1,2,0,0
wheezing,8,5.51,6,2,2,0,1
wheezy,6,3.09,5,2,2,0,0
when've,7,0,0,0,0,0,0
vicarious,9,5.06,8,3,2,0,1
vicelike,8,0,6,2,2,0,2
victimize,9,4.39,8,3,2,0,1
Victor's,8,5.18,6,2,0,0,1
Vienna's,8,2.71,6,3,3,0,0
viewless,8,0,6,2,2,0,2
vigilant,8,6.1,8,3,2,0,1
vilify,6,4.62,6,3,1,0,0
villainous,10,5.33,7,3,2,0,1
vindicate,9,4.77,8,3,2,0,1
violable,8,0,7,3,2,0,2
viola's,7,1.61,6,3,2,0,0
virulent,8,6.06,8,3,2,0,1
visceral,8,5.92,7,3,3,0,1
viselike,8,1.61,6,2,2,0,0
vitalize,8,1.1,6,3,2,0,2
vitreous,8,3.99,7,2,2,0,1
vivacious,9,4.42,7,3,2,0,1
Vivian's,8,3.76,7,2,2,0,1
vivified,8,0,7,3,3,0,2
vivify,6,0.69,6,3,2,0,0
vocalic,7,1.61,7,3,3,0,2
vocalize,8,4.36,7,3,3,0,1
vociferate,10,0,9,4,3,0,2
voiceless,9,5.56,6,2,2,0,1
voice's,7,2.77,5,2,0,0,0
voltaic,7,1.61,7,3,2,0,2
voluble,7,3.04,7,3,1,0,0
voracious,9,5.73,7,3,2,0,1
votive,6,3.66,5,2,1,0,0
vouchsafes,10,1.1,7,2,3,0,2
vulgarize,9,1.1,7,3,3,0,2
wadded,6,3.89,5,2,2,0,0
waggled,7,2.64,5,2,2,0,0
Wagner's,8,5.58,6,2,0,0,1
wainscoted,10,0,9,3,2,0,2
waked,5,2.77,4,1,2,0,0
wakeful,7,3.43,5,2,2,0,0
wakened,7,3.78,6,2,3,0,0
walloped,8,3.33,6,2,2,0,0
wallowed,8,3.33,5,2,2,0,0
wallowing,9,5.5,6,3,2,0,1
Walter's,8,4.55,6,2,2,0,1
urbanize,8,0,6,3,3,0,2
urbanized,9,4.32,7,3,4,0,1
usefully,8,5.92,6,3,3,0,1
uselessly,9,4.65,8,3,3,0,1
usurious,8,3.26,8,3,3,0,1
uttering,8,5.48,5,3,2,0,1
uttermost,9,3.22,7,3,2,0,2
vacated,7,5.58,7,3,3,0,1
vaccinate,9,6.11,7,3,2,0,1
vacillate,9,3.47,7,3,1,0,1
vacuous,7,5.61,7,2,2,0,1
vacuumed,8,4.56,7,2,3,0,1
vagrant,7,4.48,7,2,2,0,1
vaguest,7,4.6,6,2,2,0,0
validly,7,5.45,7,3,2,0,1
valley's,8,4.74,5,2,0,0,0
valueless,9,4.98,8,3,2,0,1
vamoose,7,2.3,5,2,1,0,0
vandalize,9,3.58,7,3,2,0,1
vanquish,8,4.72,7,2,1,0,1
vaporize,8,5.46,6,3,2,0,1
vaporous,8,3.99,6,3,2,0,1
varicolored,11,1.39,9,4,0,0,2
varicose,8,3.99,7,3,1,0,1
vascular,8,5.94,8,3,1,0,1
vaster,6,3.74,5,2,2,0,0
vegetate,8,3.26,7,3,2,0,1
vehement,8,5.59,7,2,2,0,1
veined,6,3.53,4,1,2,0,0
velvety,7,4.81,7,3,2,0,1
venerate,8,3.97,7,3,2,0,1
venereal,8,5.41,8,3,1,0,1
venial,6,2.56,6,2,1,0,0
ventilate,9,4.09,7,3,1,0,1
ventilates,10,1.1,8,3,2,0,2
venturesome,11,2.08,7,3,2,0,2
venturous,9,1.79,7,3,0,0,2
veracious,9,2.08,7,3,2,0,2
verbalize,9,4.41,6,3,3,0,1
veridical,9,2.3,9,4,0,0,2
verisimilar,11,0,0,0,0,0,0
vermilion,9,4.47,8,3,1,0,1
Vermont's,9,3.26,7,2,0,0,2
versify,7,0,6,3,2,0,2
vertebral,9,4.17,8,3,3,0,1
vesicular,9,4.01,9,4,1,0,1
veteran's,9,5.32,8,3,2,0,1
vexatious,9,4.39,8,3,2,0,1
vexes,5,2.89,6,2,2,0,0
vibrated,8,4.48,8,3,3,0,1
unloose,7,3.43,5,2,2,0,0
unlovely,8,2.71,7,3,3,0,2
unluckily,9,3.91,8,4,4,0,1
unmade,6,3.87,5,2,2,0,0
unmalicious,11,0,9,4,3,0,2
unmanaged,9,4.57,8,3,3,0,1
unmannered,10,0.69,7,3,3,0,2
unmask,6,4.55,6,2,2,0,0
unmasked,8,5.35,7,2,3,0,1
unmatched,9,6.1,6,2,3,0,1
unmated,7,0.69,7,3,3,0,2
unmeasured,10,3.33,7,3,3,0,2
unmixed,7,3.71,7,2,3,0,0
unmoved,7,4.76,6,2,3,0,1
unmurmuring,11,0,8,4,3,0,2
unnameable,10,3.33,8,4,3,0,2
unpaintable,11,0,9,4,3,0,2
unpaired,8,3.22,6,2,3,0,0
unnerve,7,3.47,5,2,2,0,0
unnerving,9,5.39,7,3,3,0,1
unnourished,11,0,8,3,3,0,2
unpacking,9,6.09,7,3,3,0,1
unpadded,8,3.37,7,3,3,0,1
unpaved,7,4.08,6,2,3,0,0
unperceived,11,2.08,8,3,4,0,2
unperformed,11,0,9,3,3,0,2
unpick,6,3.14,5,2,2,0,0
unplowed,8,2.3,6,2,3,0,0
unplumbed,9,1.79,7,2,3,0,2
unready,7,4.17,6,3,2,0,0
unproved,8,4.01,7,2,3,0,1
unquenched,10,2.3,8,2,3,0,2
unquiet,7,3.78,7,2,2,0,0
unrealism,9,2.56,9,5,0,0,2
unsolder,8,4.04,6,3,2,0,1
unredeemed,10,3.22,8,3,3,0,2
unrelieved,10,3.26,8,3,3,0,2
unrifled,8,0,7,3,3,0,2
unreserved,10,4.13,8,3,3,0,1
unripe,6,3.85,5,2,2,0,0
unrivalled,10,3.81,7,3,3,0,1
unrolled,8,4.32,6,2,3,0,1
unruffled,9,3.22,7,3,3,0,2
unsaddle,8,0,6,3,2,0,2
unsalted,8,5.17,8,3,3,0,1
unsettle,8,3.33,6,3,2,0,0
unsavory,8,5.53,7,4,3,0,1
unscathed,9,5.67,7,2,3,0,1
unschooled,10,3.33,7,2,3,0,2
unscrewed,9,4.23,7,2,3,0,1
unsealed,8,5.04,6,2,3,0,1
unseasoned,10,2.71,7,3,3,0,2
unseeing,8,3.3,6,3,3,0,0
unseemly,8,5,7,3,2,0,1
unselfish,9,5.5,8,3,3,0,1
unservile,9,0,6,3,3,0,2
unsettled,9,6.13,7,3,3,0,1
unshaved,8,2.83,6,2,3,0,0
unshaven,8,4.3,6,3,3,0,1
unsheathe,9,1.39,5,2,2,0,0
unshed,6,2.4,5,2,2,0,0
unsightly,9,5.43,7,3,3,0,1
unskilled,9,6.65,7,2,3,0,1
unsloped,8,0,7,2,3,0,2
unsmiling,9,2.64,8,3,3,0,2
unsocial,8,3.3,6,3,3,0,0
unspoken,8,6.09,8,3,3,0,1
unspotted,9,2.56,8,3,3,0,2
unstained,9,3.64,7,2,3,0,1
unstapled,9,2.64,8,3,3,0,2
unstilted,9,0,9,3,3,0,2
unstop,6,0,6,2,2,0,0
unstressed,10,4.36,8,2,3,0,1
unstring,8,2.48,7,2,2,0,2
unstrung,8,2.89,7,2,2,0,0
unstuck,7,4.62,6,2,2,0,0
unstudied,9,2.64,8,3,4,0,2
unsuitably,10,0,9,4,4,0,2
unsuited,8,5.28,7,3,3,0,1
unsullied,9,4.09,7,3,3,0,1
unsyllabic,10,0,9,4,3,0,2
untangle,8,4.91,7,3,2,0,1
unteach,7,0,5,2,2,0,0
untellable,10,1.39,8,4,3,0,2
unthaw,6,2.3,4,2,2,0,0
unthematic,10,0,9,4,3,0,2
untidy,6,4.66,6,3,2,0,0
untimely,8,5.94,7,3,3,0,1
untiring,8,3.83,7,3,3,0,1
untoward,8,5.02,8,3,2,0,1
untracked,9,3.53,7,2,3,0,1
untrained,9,6.4,7,2,3,0,1
untruthful,10,3.97,8,3,3,0,1
unuttered,9,1.61,6,3,3,0,2
unvarying,9,3,8,4,3,0,2
unversed,8,2.3,6,2,3,0,0
unvoiced,8,3.93,6,2,3,0,1
unwaivering,11,1.39,8,4,4,0,2
unwell,6,4.29,5,2,2,0,0
unwholesome,11,4.29,7,3,3,0,1
unwieldy,8,5.65,7,3,3,0,1
unwinding,9,4.64,8,3,3,0,1
unwire,6,0,5,2,2,0,0
unwired,7,2.77,6,2,3,0,0
unwisely,8,4.53,7,3,3,0,1
unwitting,9,6,7,3,3,0,1
unwomanly,9,0,9,4,3,0,2
unwonted,8,1.61,8,3,3,0,2
unworn,6,3,6,2,3,0,0
unwound,7,4.79,6,2,2,0,0
unwounded,9,2.64,8,3,3,0,2
unwrinkled,10,2.3,8,3,3,0,2
unwritten,9,6.06,6,3,3,0,1
upcountry,9,3.33,8,3,2,0,2
upend,5,2.64,5,2,2,0,0
upholds,7,5.14,7,2,3,0,1
upholster,9,0.69,8,3,1,0,2
uppermost,9,4.8,7,3,3,0,1
upraised,8,4.56,6,2,3,0,1
upriver,7,3.87,6,3,2,0,0
uproarious,10,3.26,8,3,3,0,2
uprooted,8,5.38,7,3,3,0,1
upsetting,9,6.64,7,3,3,0,1
upstage,7,3.91,6,2,2,0,0
upturned,8,5.07,6,2,3,0,1
underfoot,9,5.28,7,3,2,0,1
undergoes,9,5.62,7,3,3,0,1
undergone,9,6.83,7,3,2,0,1
underhand,9,4.34,8,3,2,0,1
underhung,9,2.4,7,3,0,0,2
underlie,8,5.24,6,3,2,0,1
underlies,9,5.37,7,3,3,0,1
underline,9,6.72,7,3,2,0,1
underpaid,9,5.89,7,3,3,0,1
underpay,8,2.77,6,3,2,0,0
underpin,8,3.71,7,3,2,0,1
underpins,9,3.5,8,3,3,0,1
underplay,9,4.53,8,3,0,0,1
underplayed,11,3.43,8,3,0,0,2
underproof,10,0,8,3,0,0,2
underquote,10,0,8,3,0,0,2
underrate,9,3.99,7,3,2,0,1
undersea,8,5.89,6,3,2,0,1
undersell,9,2.77,7,3,2,0,2
undershoot,10,2.89,7,3,2,0,2
undersign,9,0,8,3,3,0,2
undersize,9,3.37,7,3,2,0,1
understate,10,4.36,8,3,2,0,1
undertook,9,5.57,7,3,2,0,1
uneasily,8,4.52,7,4,4,0,1
underwent,9,6.29,8,3,2,0,1
underwrite,10,5.32,7,3,2,0,1
undimmed,8,2.08,6,2,3,0,0
undeterred,10,4.01,7,3,3,0,1
undismayed,10,0,8,3,3,0,2
undock,6,1.1,5,2,2,0,0
undreamed,9,4.13,7,2,3,0,1
undreamt,8,2.71,7,2,3,0,2
undressed,9,6.27,7,2,3,0,1
undulate,8,3.53,7,3,2,0,1
uneaten,7,3.69,5,3,3,0,0
unending,8,5.77,7,3,3,0,1
unequaled,9,4.37,8,3,4,0,1
unerring,8,4.32,6,3,3,0,1
unfixed,7,4.32,7,2,3,0,1
unflagging,10,3.09,8,3,3,0,2
unfailing,9,3.89,7,3,3,0,1
unfolds,7,5.63,7,2,3,0,1
unformed,8,3.87,7,2,3,0,1
unfaithful,10,5.45,7,3,3,0,1
unfastened,10,4.93,7,3,4,0,1
unfeeling,9,5.21,7,3,3,0,1
unfeigned,9,2.3,6,2,3,0,2
unfenced,8,2.94,7,2,3,0,0
unfertile,9,1.1,6,3,2,0,2
unfettered,10,5.8,7,3,3,0,1
unfolded,8,5.75,8,3,3,0,1
unforseen,9,5.53,9,3,0,0,1
unfrosted,9,2.3,9,3,3,0,2
unfrozen,8,4.42,7,3,3,0,1
unfruitful,10,3.14,8,3,3,0,2
unfurl,6,3.5,5,2,2,0,0
unfurled,8,4.57,6,2,3,0,1
ungainly,8,4.47,7,3,3,0,1
ungallant,9,1.79,8,3,2,0,2
unglazed,8,3.64,7,2,3,0,1
unglued,7,4.42,6,2,3,0,0
ungodly,7,5.78,7,3,3,0,1
ungoverned,10,2.83,8,3,3,0,2
ungracious,10,3.85,8,3,3,0,1
ungrudging,10,0,8,3,3,0,2
unguarded,9,4.99,8,3,3,0,1
unguided,8,4.22,7,3,3,0,1
unhand,6,1.79,6,2,2,0,0
unhappily,9,5.05,8,4,3,0,1
unheated,8,4.66,7,3,3,0,1
unheeded,8,4.61,7,3,3,0,1
unheeding,9,1.95,7,3,3,0,2
unhesitant,10,0,10,4,3,0,2
unhinge,7,1.95,6,2,2,0,0
unhinged,8,4.01,7,2,3,0,1
unhitched,9,2.4,6,2,3,0,2
unhorse,7,1.1,6,2,2,0,0
unhurried,9,4.39,7,3,3,0,1
unhurt,6,4.3,5,2,2,0,0
unifies,7,5.1,7,3,3,0,1
unifying,8,6.24,8,4,3,0,1
unimpaired,10,3.5,8,3,4,0,2
unionize,8,3.64,8,3,3,0,1
uninjured,9,4.16,7,3,3,0,1
unitized,8,2.89,8,3,4,0,2
univalent,9,1.1,10,4,3,0,2
unkempt,7,4.3,7,2,2,0,1
unknowing,9,5.43,6,3,3,0,1
unlaced,7,3.64,6,2,3,0,0
unleashing,10,5.35,7,3,3,0,1
unleavened,10,4.53,7,3,3,0,1
unlettered,10,3.93,7,3,3,0,1
unlined,7,3.58,6,2,0,0,0
unlinked,8,4.28,7,2,3,0,1
unlisted,8,6.54,8,3,3,0,1
unloading,9,6.5,7,3,3,0,1
unloads,7,4.91,6,2,3,0,1
unlocking,9,5.57,7,3,3,0,1
turquoise,9,5.91,6,2,1,0,1
tuxedoed,8,1.39,8,3,2,0,2
Twain's,7,4.52,5,1,0,0,0
tweedy,6,3.53,5,2,2,0,0
tweezed,7,1.61,5,1,0,0,0
twigged,7,2.77,5,1,2,0,0
twined,6,3.93,5,1,2,0,0
twirled,7,4.56,5,1,2,0,0
twirling,8,5.26,6,2,2,0,1
twirlingly,10,0,8,3,0,0,2
twittered,9,1.79,6,2,2,0,2
twofaced,8,1.61,6,2,3,0,0
twopenny,8,3,6,3,0,0,0
twotiming,9,0,7,3,0,0,2
typecast,8,4.98,7,2,2,0,1
typewrite,9,2.2,6,2,2,0,2
typified,8,4.98,7,3,3,0,1
typify,6,4.43,6,3,2,0,0
tyrannize,9,2.94,7,3,2,0,2
ulcerate,8,1.39,6,3,2,0,2
ulcerated,9,2.56,8,4,3,0,2
unadopted,9,2.48,9,4,3,0,2
unadorned,9,4.34,8,3,3,0,1
unafraid,8,4.63,7,3,2,0,1
umbilical,9,5.53,8,4,2,0,1
umpteenth,9,5.36,7,2,3,0,1
unabashed,9,5.26,7,3,3,0,1
unabated,8,5.34,8,4,3,0,1
unachieved,10,1.1,7,3,3,0,2
unadvised,9,0.69,8,3,3,0,2
unaided,7,5.1,6,3,3,0,1
unalloyed,9,4.8,6,3,3,0,1
unamused,8,2.89,8,3,3,0,2
unanalyzed,10,1.1,8,4,4,0,2
unarm,5,1.79,5,2,2,0,0
unasked,7,4.47,6,2,3,0,0
unawares,8,4.57,7,3,3,0,1
unbalance,9,5.09,8,3,2,0,1
unbeaten,8,5.47,6,3,3,0,1
unburden,8,3.26,6,3,2,0,0
unburdened,10,3.33,7,3,3,0,2
unburned,8,4.22,6,2,3,0,1
unbend,6,3.22,6,2,2,0,0
unbent,6,3.18,6,2,2,0,0
unbidden,8,4.08,6,3,3,0,1
unbind,6,4.38,6,2,2,0,0
unblushing,10,0,8,3,3,0,2
unbounded,9,5.58,8,3,3,0,1
unbridled,9,5.8,8,3,3,0,1
unbroken,8,6.14,8,3,3,0,1
unbuckle,8,3.66,6,3,2,0,0
unbutton,8,5.16,6,3,2,0,1
uncap,5,2.2,5,2,2,0,0
uncaused,8,3.66,6,2,3,0,0
unceasing,9,4.08,7,3,3,0,1
uncharged,9,4.03,7,2,3,0,1
undercut,8,6.07,7,3,2,0,1
uncharted,9,5.59,8,3,3,0,1
uncivil,7,4.75,6,3,2,0,1
unclad,6,3.22,6,2,2,0,0
unclaimed,9,5.32,7,2,3,0,1
unclenched,10,2.4,8,2,3,0,2
unclouded,9,3.33,8,3,3,0,2
uncolored,9,3.69,7,3,3,0,1
uncombable,10,0,8,4,3,0,2
uncork,6,3.5,6,2,2,0,0
uncorked,8,3.53,7,2,3,0,1
uncounted,9,4.55,8,3,3,0,1
uncouple,8,3.47,6,3,2,0,0
uncousinly,10,0,8,4,3,0,2
underbid,8,3.14,7,3,2,0,1
uncross,7,3.43,6,2,2,0,0
uncrushable,11,0,9,4,3,0,2
uncurled,8,3.53,6,2,3,0,0
undamaged,9,5.84,8,3,3,0,1
undated,7,4.11,7,3,3,0,1
undaunted,9,5.02,8,3,3,0,1
underact,8,0,7,3,2,0,2
undercharge,11,2.4,8,3,2,0,2
underdone,9,2.71,7,3,2,0,2
underfed,8,3.97,7,3,2,0,1
transpose,9,5.75,8,2,2,0,1
trapper's,9,2.89,6,2,3,0,0
traversed,9,5.44,7,2,3,0,1
treasonable,11,2.4,8,4,2,0,2
treasonous,10,5.33,7,3,2,0,1
treasured,9,5.66,6,2,2,0,1
treasury's,10,4.06,7,3,3,0,1
treatable,9,5.37,7,3,2,0,1
trekked,7,3.53,5,1,2,0,0
trembled,8,6.1,7,2,2,0,1
trembles,8,4.61,7,2,2,0,1
trenchant,9,3.58,8,2,2,0,1
trespassed,10,3.83,8,2,2,0,1
tribe's,7,4.6,5,1,0,0,0
tribune's,9,3.81,8,2,0,0,1
trichrome,9,0,7,2,0,0,2
trickling,9,5.38,7,3,2,0,1
trifling,8,4.93,7,3,2,0,1
trilled,7,3.04,5,1,2,0,0
trisect,7,2.4,7,2,2,0,0
troubling,9,6.61,7,3,2,0,1
trounce,7,4.26,5,1,1,0,0
trucked,7,4.7,5,1,2,0,0
truck's,7,3.97,5,1,0,0,0
trudged,7,4.34,5,1,2,0,0
TRUE,4,0,3,1,1,0,0
Truman's,8,5.11,7,2,0,0,1
trundling,9,3.43,8,3,2,0,2
trustee's,9,3.09,7,2,3,0,2
trustfully,10,0,8,3,3,0,2
tubeless,8,3.93,6,2,2,0,0
Tucker's,8,5.12,5,2,0,0,0
tumbling,8,6.31,7,3,2,0,1
tumidity,8,0,0,0,0,0,0
tuneful,7,3.56,5,2,2,0,0
tunelessly,10,2.2,8,3,0,0,2
tunneled,8,3.4,5,2,2,0,0
turbid,6,3.66,5,2,1,0,0
toneless,8,1.61,6,2,2,0,0
toothless,9,5.08,6,2,2,0,1
toothsome,9,2.64,5,2,2,0,0
topmost,7,5.32,7,2,2,0,1
topnotch,8,3.5,6,2,2,0,0
torrential,10,4.58,7,3,2,0,1
tortuous,8,4.76,7,2,2,0,1
totemic,7,3.14,7,3,2,0,0
totted,6,1.1,5,2,2,0,0
totter,6,3.47,4,2,1,0,0
tottering,9,4.55,6,3,2,0,1
tourist's,9,3.78,7,2,3,0,1
tousle,6,2.08,4,2,1,0,0
tousled,7,4.25,5,2,2,0,0
tower's,7,4.33,4,2,0,0,0
traceable,9,5.62,7,3,2,0,1
trackless,9,3.18,7,2,2,0,2
tractable,9,4.93,8,3,2,0,1
trafficked,10,3.97,7,2,2,0,1
traipse,7,3.14,5,1,1,0,0
traitorous,10,4.93,7,3,3,0,1
tramped,7,2.83,6,1,2,0,0
tranquil,8,5.51,8,2,1,0,1
transact,8,5.27,8,2,2,0,1
transcend,9,6.62,8,2,1,0,1
transfix,8,1.95,9,2,2,0,2
transfuse,9,1.61,9,2,1,0,2
Thoreau's,9,3.22,5,2,2,0,0
transpire,9,5.29,8,2,2,0,1
thither,7,3.93,4,2,1,0,0
Thomas's,8,4.98,7,3,2,0,1
Thompson's,10,5.94,7,2,3,0,1
thoughtless,11,5.86,6,2,2,0,1
threadbare,10,4.22,7,2,2,0,1
threadlike,10,1.1,7,2,2,0,2
threefold,9,5.41,7,2,2,0,1
thresh,6,3.66,4,1,1,0,0
threshed,8,0.69,5,1,2,0,0
thrifty,7,5.15,6,2,2,0,1
throat's,8,3.4,5,1,2,0,0
throttled,9,5.05,6,2,2,0,1
throttling,10,4.45,7,3,2,0,1
throwaway,9,5.55,6,2,2,0,1
thudding,8,3.78,5,2,2,0,0
thumbing,8,5.23,5,2,2,0,1
thundered,9,4.63,6,2,2,0,1
thundering,10,5.65,7,3,2,0,1
thunderous,10,5.11,7,3,2,0,1
Thursday's,10,5.9,6,2,3,0,1
thwarted,8,5.84,7,2,2,0,1
thwarting,9,4.83,7,2,2,0,1
thyroidal,9,0,6,3,2,0,2
ticklish,8,5.51,6,3,2,0,1
tidied,6,4.23,5,2,2,0,0
tidying,7,4.47,6,3,2,0,0
tightest,8,5.02,6,2,2,0,1
timbered,8,2.89,6,2,2,0,0
timeworn,8,2.71,7,2,3,0,2
timidly,7,4.57,7,3,2,0,1
timorous,8,3,7,3,1,0,2
tinkled,7,2.64,6,2,2,0,0
tinkling,8,4.13,7,3,2,0,1
tinplate,8,5.28,7,2,0,0,1
tintable,8,0,7,3,2,0,2
tiredly,7,3.91,6,2,3,0,0
tireless,8,5.68,6,2,2,0,1
titillate,9,3.53,6,3,1,0,1
toasting,8,5.43,6,2,2,0,1
toastrack,9,0,7,2,0,0,2
toilsome,8,0,5,2,2,0,0
tokenish,8,0,7,3,0,0,2
tolled,6,3.22,4,1,2,0,0
Tolstoy's,9,3.95,7,2,0,0,1
tomblike,8,0.69,6,2,0,0,2
televise,8,4.79,7,3,2,0,1
telltale,8,5.25,6,2,2,0,1
temperate,9,6.28,8,3,2,0,1
temporize,9,2.71,8,3,2,0,2
tempts,6,4.43,6,1,2,0,0
tenable,7,4.74,6,3,2,0,1
