wasting,7,8.85,6,2,2,2,2
watched,7,9.72,4,1,2,2,1
watchful,8,5.64,5,2,2,2,0
watered,7,6.71,5,2,2,2,0
watering,8,6.64,6,3,2,2,2
waved,5,7.04,4,1,2,2,0
water's,7,5.73,5,2,2,2,0
watery,6,6.19,5,3,2,2,0
waver,5,5.28,4,2,1,2,0
wavy,4,6.49,4,2,2,2,0
waxed,5,6.28,5,1,2,2,0
waxy,4,4.91,5,2,2,2,0
way's,5,4.17,3,1,2,2,0
wayward,7,5.89,5,2,2,2,0
weaken,6,7.11,5,2,2,2,0
weakened,8,7.26,6,2,3,2,2
weakens,7,6,6,2,3,2,0
weaker,6,7.93,4,2,2,2,1
weakest,7,6.89,6,2,2,2,2
weakly,6,6.38,5,2,2,2,0
wealthy,7,8.49,5,2,2,2,2
wean,4,6.62,3,1,1,2,0
weaned,6,6.61,4,1,2,2,0
weaning,7,6.6,5,2,2,2,0
weaves,6,5.68,4,1,2,2,0
weaving,7,6.9,5,2,2,2,0
Webster's,9,7.07,7,2,2,2,2
wed,3,9.62,3,1,1,2,1
we'd,4,9.45,3,1,2,2,1
wedded,6,5.14,5,2,2,2,0
wedged,6,5.74,4,1,2,2,0
wee,3,7.94,2,1,1,2,1
weeded,6,5.3,5,2,2,2,0
weekly,6,9.84,5,2,2,2,1
week's,6,8.32,4,1,2,2,1
weeny,5,5.16,4,2,1,2,0
weep,4,6.72,3,1,1,2,0
weigh,5,8.33,2,1,1,2,1
weighed,7,7.44,3,1,2,2,0
weighs,6,7.62,3,1,2,2,1
weighted,8,7.43,5,2,3,2,2
weighty,7,5.24,4,2,3,2,0
welcomed,8,8.5,7,2,2,2,2
welcomes,8,7.15,7,2,2,2,2
weld,4,7.11,4,1,1,2,0
welded,6,6.47,6,2,2,2,0
we'll,5,10.4,3,1,2,2,1
welled,6,4.78,4,1,2,2,0
welling,7,5.56,5,2,2,2,0
went,4,11.66,4,1,1,2,1
wept,4,6.01,4,1,1,2,0
were,4,13.41,2,1,1,2,1
we're,5,11.07,3,1,2,2,1
weren't,7,9.93,4,1,2,2,1
west's,6,6.01,5,1,2,2,0
wetly,5,4.91,5,2,2,2,0
we've,5,10.41,3,1,2,2,1
whacked,7,6.12,5,1,2,2,0
what'd,6,5.47,6,2,2,2,0
what'll,7,5.84,5,2,2,2,0
what're,7,5.23,5,2,2,2,0
what's,6,11.19,5,1,2,2,1
wheeled,7,6.16,5,1,2,2,0
when's,6,5.87,5,1,2,2,0
Vic's,5,4.43,4,1,2,2,0
victim's,8,6.71,7,2,2,2,2
vie,3,7.22,2,1,1,2,1
vied,4,3.71,3,1,2,2,0
vies,4,4.11,3,1,2,2,0
viewed,6,8.89,4,1,2,2,1
vigorous,8,7.08,6,3,2,2,2
violate,7,8.54,6,2,2,2,2
violated,8,8.4,8,3,3,2,2
violates,8,7.96,7,2,3,2,2
violent,7,9.42,7,2,2,2,2
virile,6,5.02,5,2,1,2,0
virtually,9,9.61,7,3,2,2,2
virtuous,8,6.4,6,2,2,2,2
viscous,7,5.9,6,2,2,2,0
visible,7,9.44,6,3,2,2,2
visibly,7,6.7,7,3,3,2,2
vitally,7,5.58,5,3,2,2,0
visited,7,9.01,7,3,2,2,2
visiting,8,9,7,3,2,2,2
visually,8,7.55,7,3,3,2,2
vital,5,9.07,4,2,1,2,1
vivid,5,7.57,5,2,2,2,0
vividly,7,6.32,7,3,3,2,2
vocab,5,4.57,0,0,0,2,0
vocally,7,5.69,6,3,3,2,2
voiced,6,7.4,4,1,2,2,0
volatile,8,7.25,6,3,1,2,2
volcanic,8,8.8,8,3,2,2,2
vomiting,8,7.19,7,3,2,2,2
voted,5,9.32,5,2,2,2,1
vowed,5,6.66,3,1,2,2,0
vulgar,6,7,5,2,2,2,0
vying,5,5.48,4,2,2,2,0
wacky,5,7.6,4,2,1,2,1
waded,5,5.57,5,2,2,2,0
waft,4,4.42,4,1,1,2,0
waged,5,6.55,4,1,2,2,0
wagged,6,3.97,4,1,2,2,0
wagging,7,5.59,5,2,2,2,0
waging,6,6.08,5,2,2,2,0
wailed,6,5.44,4,1,2,2,0
waited,6,8.76,5,2,2,2,1
waive,5,6.54,3,1,1,2,0
waived,6,6.49,4,1,2,2,0
waken,5,4.26,5,2,2,2,0
wakes,5,7.2,4,1,2,2,0
walked,6,9.61,4,1,2,2,1
walled,6,5.83,4,1,2,2,0
wallow,6,5.81,4,2,1,2,0
Wally's,7,4.91,5,2,3,2,0
wander,6,7.83,5,2,1,2,1
wandered,8,7.31,6,2,2,2,2
urban,5,9.07,4,2,2,2,1
urbane,6,4.65,4,2,1,2,0
urged,5,7.81,3,1,2,2,1
urgently,8,7.35,7,3,3,2,2
urges,5,7.41,4,2,2,2,0
urinary,7,6.43,8,4,2,2,2
urinate,7,6.07,7,3,2,2,2
usable,6,8.52,6,3,2,2,2
use,3,13.43,3,1,1,2,1
useable,7,7.18,6,3,2,2,2
used,4,12.81,4,1,1,2,1
useless,7,9.51,6,2,2,2,2
uses,4,11.09,5,2,2,2,1
ushered,7,5.65,4,2,2,2,0
usually,7,11.57,7,3,2,2,2
usurp,5,5.88,5,2,1,2,0
usurped,7,5.67,6,2,2,2,0
utilize,7,8.27,6,3,2,2,2
utilized,8,7.7,7,3,3,2,2
utter,5,8.29,3,2,1,2,1
uttered,7,6.77,4,2,2,2,0
utterly,7,8.59,5,3,2,2,2
vacate,6,5.29,5,2,2,2,0
vaginal,7,7.33,6,3,2,2,2
vague,5,8.76,3,1,1,2,1
vaguely,7,7.97,5,2,2,2,2
vain,4,7.89,3,1,1,2,1
valid,5,10.13,5,2,1,2,1
validate,8,7.37,7,3,2,2,2
valuable,8,9.65,7,3,2,2,2
valued,6,7.92,6,2,2,2,2
vandal,6,5.25,5,2,1,2,0
vanish,6,7.24,5,2,1,2,0
vanished,8,7.54,6,2,2,2,2
vanishing,9,6.92,7,3,2,2,2
varied,6,8.26,5,2,2,2,1
varies,6,8.72,5,2,2,2,1
vary,4,9.39,4,2,1,2,1
varying,7,8.46,6,3,2,2,2
vast,4,9.53,4,1,1,2,1
vastly,6,7.98,6,2,2,2,2
veer,4,5.24,3,1,1,2,0
veered,6,4.76,4,1,2,2,0
veers,5,4.47,4,1,2,2,0
veiled,6,6.64,4,1,2,2,0
vellum,6,5.26,5,2,1,2,0
venal,5,5.06,4,2,1,2,0
vend,4,4.77,4,1,1,2,0
vengeful,8,5.96,6,2,2,2,2
venomous,8,6.65,7,3,2,2,2
venous,6,4.86,5,2,1,2,0
vented,6,6.3,6,2,2,2,0
ventured,8,6.39,6,2,2,2,2
verbal,6,8.77,4,2,2,2,1
verbally,8,7.02,5,3,3,2,2
verbatim,8,7.41,7,3,1,2,2
verbose,7,7.01,5,2,2,2,0
verdant,7,5.09,5,2,1,2,0
verified,8,8.4,7,3,3,2,2
verify,6,9.15,6,3,2,2,1
verily,6,6.41,6,3,2,2,0
versatile,9,7.63,6,3,1,2,2
versed,6,6.78,4,1,2,2,0
very,4,13.28,4,2,1,2,1
vestal,6,4.43,5,2,1,2,0
vested,6,7.48,6,2,2,2,2
vetoed,6,6.18,5,2,2,2,0
vex,3,4.82,4,1,1,2,0
vexed,5,4.63,5,1,2,2,0
vexing,6,6.57,6,2,2,2,0
vibrant,7,6.74,7,2,2,2,2
vibrate,7,6.3,6,2,2,2,2
unlocks,7,5.4,6,2,3,2,0
unlucky,7,7.02,6,3,3,2,2
unmarked,8,6.75,7,2,3,2,2
unmarried,9,7.01,7,3,3,2,2
unnamed,7,7.28,6,2,3,2,2
unneeded,8,6.56,7,3,3,2,2
unopened,8,8.44,7,3,3,2,2
unpack,6,7.24,5,2,2,2,0
unpaid,6,6.59,5,2,3,2,0
unravel,7,5.75,6,3,2,2,0
unreal,6,6.86,6,2,2,2,0
unsold,6,5.54,6,2,2,2,0
unsolved,8,6.55,7,2,3,2,2
unroll,6,4.57,5,2,2,2,0
unruly,6,5.76,6,3,3,2,0
unsaid,6,5.18,5,2,3,2,0
unscrew,7,5.71,6,2,2,2,0
unseat,6,4.44,5,2,2,2,0
unseen,6,7.63,5,2,3,2,0
unsigned,8,8.66,6,2,3,2,2
unsound,7,5.94,6,2,2,2,0
unstable,8,8.71,7,3,2,2,2
unsung,6,5.31,5,2,2,2,0
unsure,6,8.08,5,2,2,2,1
untapped,8,6.86,6,2,3,2,2
untie,5,6.07,4,2,2,2,0
untied,6,6.24,5,2,3,2,0
untold,6,6.76,6,2,2,2,0
untouched,9,7.09,6,2,3,2,2
unwanted,8,8.25,8,3,3,2,2
untrue,6,7.77,5,2,2,2,1
unused,6,8.4,6,2,3,2,2
unusual,7,9.45,8,3,2,2,2
unveil,6,4.94,5,2,2,2,0
unveiled,8,6.35,6,2,3,2,2
unwed,5,6.13,5,2,2,2,0
unwilling,9,8.08,7,3,3,2,2
unwind,6,5.76,6,2,2,2,0
unwise,6,6.61,5,2,2,2,0
upgraded,8,9.24,8,3,3,2,2
unzip,5,7.97,5,2,2,2,1
upbeat,6,6.34,5,2,2,2,0
update,6,10.58,5,2,2,2,1
updated,7,10.34,7,3,3,2,2
upgrade,7,10.47,6,2,2,2,1
upheld,6,6.98,6,2,2,2,0
uphill,6,6.72,5,2,2,2,0
uphold,6,7.35,6,2,2,2,2
upland,6,5.43,6,2,2,2,0
uplift,6,5.83,6,2,2,2,0
upmost,6,6.61,6,2,2,2,0
upped,5,5.95,3,1,2,2,0
upper,5,10.19,3,2,2,2,1
uppity,6,5.48,5,3,0,2,0
upright,7,7.84,5,2,2,2,2
uproot,6,4.65,5,2,2,2,0
upset,5,9.34,5,2,2,2,1
upsets,6,6.52,6,2,3,2,0
upstate,7,6.97,6,2,2,2,2
upstream,8,7.05,7,2,2,2,2
uptight,7,6.41,5,2,2,2,0
undergo,7,7.41,6,3,2,2,2
undermine,9,7.36,7,3,2,2,2
undertake,9,7.17,7,3,2,2,2
underway,8,7.84,6,3,2,2,2
undid,5,6.07,5,2,2,2,0
undo,4,7.78,4,2,2,2,1
undone,6,6.54,5,2,2,2,0
undue,5,6.99,4,2,2,2,0
unduly,6,6.06,6,3,3,2,0
undying,7,5.93,6,3,3,2,2
unearned,8,5.68,5,2,3,2,0
unearth,7,5.28,4,2,2,2,0
unearthed,9,6.03,5,2,3,2,2
uneasy,6,6.68,5,3,3,2,0
unequal,7,6.66,7,3,3,2,2
uneven,6,7.12,5,3,2,2,0
unfoldment,10,5.08,0,0,0,2,0
unfit,5,6.69,5,2,2,2,0
unfold,6,6.37,6,2,2,2,0
unhappy,7,8.24,6,3,2,2,2
unhealthy,9,7.15,7,3,3,2,2
unheard,7,6.91,5,2,2,2,0
unholy,6,8.28,6,3,2,2,2
unhook,6,4.85,5,2,2,2,0
unified,7,8.07,7,3,3,2,2
unify,5,7.04,6,3,2,2,0
uniting,7,6.2,7,3,3,2,2
union's,7,6.19,7,2,3,2,2
uniquely,8,7.26,7,3,2,2,2
unisex,6,6.26,8,3,2,2,2
unite,5,7.74,5,2,2,2,1
unkind,6,5.75,6,2,2,2,0
unlearn,7,5.11,5,2,2,2,0
unleash,7,6.46,5,2,2,2,0
unleashed,9,7.07,6,2,3,2,2
unlikely,8,9.43,7,3,3,2,2
unloaded,8,6.83,7,3,3,2,2
unlock,6,7.32,5,2,2,2,0
unlocked,8,6.7,6,2,3,2,2
turned,6,10.84,4,1,2,2,1
tux,3,5.82,4,1,0,2,0
twice,5,10.74,4,1,1,2,1
twisted,7,8.84,7,2,2,2,2
twisting,8,7.65,7,2,2,2,2
twisty,6,5.73,6,2,2,2,0
twitched,8,5.7,5,1,2,2,0
twitching,9,6.35,6,2,2,2,2
twofold,7,5.76,6,2,2,2,0
tying,5,7.47,4,2,2,2,0
typed,5,8.64,4,1,2,2,1
typical,7,10,6,3,2,2,2
typically,9,9.65,7,3,3,2,2
uglier,6,5.86,5,2,2,2,0
ugly,4,9.35,4,2,1,2,1
unable,6,10.09,5,3,2,2,1
unarmed,7,7.22,6,2,3,2,2
unbiased,8,7.52,7,2,3,2,2
unborn,6,7.25,6,2,2,2,0
unbound,7,5.85,6,2,2,2,0
uncanny,7,8.31,6,3,2,2,2
uncertain,9,7.96,6,3,2,2,2
unchanged,9,7.61,7,2,3,2,2
unchecked,9,6.56,6,2,3,2,2
unclean,7,6.4,6,2,2,2,2
unclear,7,8.29,6,2,2,2,2
uncle's,7,5.7,6,2,0,2,0
uncommon,8,9.87,7,3,2,2,2
uncouth,7,5.08,5,2,2,2,0
uncover,7,6.85,6,3,2,2,2
uncovered,9,7.57,7,3,3,2,2
underage,8,6.28,6,3,2,2,2
trapped,7,8.35,5,1,2,2,1
trashy,6,6.21,5,2,2,2,0
traveled,8,7.72,6,2,2,2,2
traveling,9,8.69,7,3,2,2,2
travelled,9,7.56,6,2,2,2,2
travelling,10,8.59,7,3,2,2,2
traverse,8,6.88,6,2,2,2,2
treading,8,5.81,6,2,2,2,2
treated,7,9.69,6,2,2,2,2
treating,8,8.41,6,2,2,2,2
treble,6,6.78,5,2,1,2,0
trendy,6,6.85,6,2,2,2,0
tribal,6,7.88,5,2,2,2,1
tricked,7,6.5,5,1,2,2,0
tricky,6,8.41,5,2,2,2,1
tried,5,11.69,4,1,2,2,1
triggered,9,7.83,6,2,2,2,2
trimmed,7,7.74,5,1,2,2,2
triple,6,8.78,5,2,2,2,1
tripled,7,6.47,6,2,3,2,2
tripped,7,6.57,5,1,2,2,0
tripping,8,7.17,6,2,2,2,2
trite,5,6.32,4,1,1,2,0
trotted,7,5.44,6,2,2,2,0
troubled,8,7.49,6,2,2,2,2
truer,5,5.78,4,1,2,2,0
truest,6,5.63,6,2,2,2,0
truly,5,10.33,5,2,2,2,1
truncate,8,6.26,7,2,1,2,2
trusted,7,8.31,7,2,2,2,2
trusting,8,7.35,7,2,2,2,2
trusts,6,7.01,6,1,2,2,0
trusty,6,6.8,6,2,2,2,0
truthful,8,7.09,6,2,2,2,2
tubby,5,5.12,4,2,2,2,0
tubular,7,6.32,7,3,3,2,2
tuck,4,6.91,3,1,1,2,0
tucked,6,7.04,4,1,2,2,0
tucking,7,5.13,5,2,2,2,0
tugged,6,6.18,4,1,2,2,0
tugging,7,6.01,5,2,2,2,0
Tulane,6,6.86,5,2,0,2,0
tumbled,7,5.81,6,2,2,2,0
tuned,5,8.54,4,1,2,2,1
turgid,6,5.26,5,2,1,2,0
Tommy's,7,5.97,5,2,0,2,0
Tom's,5,6.93,4,1,2,2,0
tonal,5,6.4,4,2,2,2,0
tongued,7,4.91,4,1,2,2,0
tonight's,9,6.7,6,2,3,2,2
tooling,7,6.7,5,2,2,2,0
toothy,6,4.6,4,2,2,2,0
tootsie,7,4.92,5,2,0,2,0
topical,7,7.3,6,3,2,2,2
topless,7,6.78,6,2,2,2,2
topped,6,7.03,4,1,2,2,0
topple,6,5.57,4,2,1,2,0
toppled,7,5.62,5,2,2,2,0
tore,4,7.39,3,1,1,2,1
torn,4,8.33,4,1,2,2,1
torrid,6,5.02,5,2,1,2,0
tortured,8,7.89,6,2,2,2,2
tossed,6,8.15,4,1,2,2,1
totaled,7,5.7,5,2,2,2,0
totaling,8,6.47,6,3,2,2,2
totalled,8,5.45,5,2,2,2,0
totally,7,10.56,5,3,2,2,1
tote,4,6.88,3,1,1,2,0
touched,7,8.83,4,1,2,2,1
touchy,6,6.7,4,2,2,2,0
toughen,7,4.62,4,2,2,2,0
tougher,7,7.64,4,2,2,2,0
toughest,8,6.84,6,2,2,2,2
toured,6,6.8,4,1,2,2,0
towed,5,6.2,3,1,2,2,0
towering,8,6.2,5,2,2,2,0
toying,6,6.32,4,2,2,2,0
traced,6,7.81,5,1,2,2,1
tracked,7,7.51,5,1,2,2,0
traded,6,8.69,6,2,2,2,1
trailed,7,6.06,5,1,2,2,0
trailing,8,7.69,6,2,2,2,2
trained,7,9.35,5,1,2,2,1
trample,7,6.68,6,2,1,2,2
trampled,8,6.25,7,2,2,2,2
translate,9,8.96,8,2,1,2,2
thorny,6,6.3,5,2,2,2,0
thorough,8,8.47,4,2,1,2,1
thoroughly,10,8.93,6,3,2,2,2
Thor's,6,4.67,4,1,2,2,0
thoughtful,10,7.8,5,2,2,2,2
thrash,6,7.04,4,1,1,2,0
thrashed,8,6.3,5,1,2,2,0
threaded,8,7.57,6,2,2,2,2
threading,9,6.93,6,2,2,2,2
threaten,8,8.33,5,2,2,2,2
threatened,10,9.06,6,2,3,2,2
threatens,9,7.69,6,2,3,2,2
threw,5,8.84,3,1,1,2,1
thrice,6,6.69,4,1,1,2,0
thrilled,8,7.63,5,1,2,2,2
thrilling,9,6.33,6,2,2,2,2
thrive,6,7.25,4,1,1,2,0
thrived,7,5.58,5,1,2,2,0
thrives,7,5.97,5,1,2,2,0
thriving,8,6.75,6,2,2,2,2
throaty,7,4.97,5,2,2,2,0
throbbed,8,5.59,5,1,2,2,0
throbbing,9,7.6,6,2,2,2,2
thrown,6,9.25,4,1,2,2,1
thumbed,7,4.88,4,1,2,2,0
thumped,7,4.74,5,1,2,2,0
thwart,6,6.23,5,1,1,2,0
ticked,6,6.55,4,1,2,2,0
ticking,7,6.59,5,2,2,2,0
tickled,7,6.64,5,2,2,2,0
tidal,5,8.16,4,2,2,2,1
tidy,4,6.7,4,2,1,2,0
tied,4,9.33,3,1,2,2,1
tiered,6,5,4,1,2,2,0
tiger's,7,5.08,5,2,2,2,0
tight,5,9.87,3,1,1,2,1
tighten,7,7.41,4,2,2,2,0
