ably,4,5.55,4,2,RB
abnegate,8,0.69,7,3,VB
abnegated,9,0,9,4,VB|JJ
Americanism,11,5.47,11,6,NN
Americanisms,12,3.53,12,6,NN
abnegates,9,0,8,3,VB
abnegating,10,0,9,4,VB
abnormal,8,7.7,7,3,JJ
abnormally,10,5.92,8,4,RB
Amerindians,11,3.69,11,4,NN
aboard,6,8.22,5,2,minor|RB
amethysts,9,1.79,8,3,NN
Amhara,6,2.3,6,3,NN
abolish,7,7.38,6,3,VB
amiability,10,2.3,10,5,NN
abolished,9,7.28,7,3,VB
amicability,11,1.61,11,6,NN
AMICAM,6,0,6,3,NN
AMICI,5,5.5,NULL,NULL,NULL
abolishes,9,4.16,8,4,VB
amir,4,6.73,4,2,NN
amirs,5,0,5,2,NN
AMIS,4,6.1,4,2,NN
ammeter,7,3.76,5,3,NN
ammoniates,10,0,8,4,NULL
abolishing,10,6.17,8,4,VB
ammonite,8,3.4,6,3,NN
ammonites,9,3.76,7,3,NULL
amnesties,9,3.3,8,3,NN
amoebae,7,3.26,5,3,NN
amoebas,7,3.71,6,3,NN
abolitionist,12,4.9,10,5,NN|JJ
AMONASRO,8,0,NULL,NULL,NULL
abominable,10,6.16,9,5,JJ
amorousness,11,0,9,4,NN
amorphousness,13,1.1,10,4,NN
amortizations,13,0,10,5,NN
abominably,10,3.3,10,5,RB
abominate,9,1.1,8,4,VB
abominated,10,0,10,5,VB|JJ
AMOS,4,8.3,4,2,NN
amours,6,3.09,5,2,NN
amperage,8,4.93,6,3,NN
amperes,7,3.89,6,2,NN
ampersands,10,3.3,9,3,NN
amphibians,10,5.81,9,3,NN
AMPHIBOLOGY,11,0,10,5,NN
amphitheatre,12,4.89,9,4,NN
amphitheatres,13,0,10,4,NN
amphora,7,2.08,6,3,NN
amphorae,8,3.33,5,3,NULL
amphoras,8,2.56,7,3,NN
abominates,10,0,9,4,VB
abominating,11,0,10,5,VB|NN|JJ
aboriginal,10,7.29,9,5,JJ|NN
ampoule,7,3.09,5,2,NN
ampoules,8,2.56,6,2,NN
amps,4,8.24,4,1,NN
abort,5,7.93,5,2,VB
aborted,7,7.29,7,3,JJ|VB
amputations,11,3.93,10,4,NN
amputees,8,5.11,8,3,NN
AMRA,4,4.49,NULL,NULL,NULL
AMT,3,6.56,3,1,NN
aborting,8,6.3,7,3,VB
ANA,3,8.28,3,2,minor
ANABAPTISTS,11,2.08,11,4,NN
ANABEL,6,2.56,6,3,NN
ANABAPTIST,10,1.95,10,4,NN
abortive,8,5.36,7,3,JJ
anaemia,7,4.06,6,3,NN
abortively,10,0,9,4,RB
aborts,6,5.98,6,2,VB
anaesthesia,11,4.81,8,4,NN
anaesthetics,12,3.33,10,4,NN
anaesthetist,12,2.71,10,4,NN
anaesthetists,13,1.1,11,4,NN
abound,6,6.97,5,2,VB
abounded,8,4.36,7,3,VB
abounding,9,4.61,7,3,VB
anagrams,8,5.77,8,3,NN
analecta,8,0,7,4,NULL
analects,8,4.23,7,3,NN
analgesia,9,4.23,7,4,NN
abounds,7,5.75,6,2,VB
analgesics,10,4.75,10,4,NULL
about,5,14.08,4,2,minor|RB|JJ
above,5,12.09,4,2,minor|JJ|NN
aboveboard,10,3.5,8,3,RB|JJ
aboveground,11,2.94,9,3,RB|JJ
abrade,6,4.38,5,2,VB
analogue,8,7.14,6,3,NN
analogues,9,5.24,7,3,NN
abraded,7,4.2,7,3,VB|JJ
abrades,7,1.79,6,2,VB
ANALYTICITY,11,0,11,6,NULL
ANALYTROL,9,0,NULL,NULL,NULL
ANANIA,6,0,6,4,NULL
anapaest,8,0,7,3,NN
anapaestic,10,0,9,4,NULL
anapaests,9,0,8,3,NULL
ANAPLASMOSIS,12,2.77,12,5,NN
abrading,8,4.26,7,3,VB|NN|JJ
abrasive,8,6.36,7,3,JJ
abrasively,10,1.61,9,4,RB
anarchists,10,6.83,8,3,NN
ANASTOMOSES,11,1.1,11,5,NN
anathema,8,5.79,7,4,NN
anathemas,9,2.08,8,4,NN
ANASTOMOSIS,11,3.09,11,5,NN
abreast,7,6.2,6,2,RB
abridge,7,5.21,5,2,VB
abridged,8,6.68,6,2,VB
anathematizes,13,0,12,6,NULL
abridges,8,2.83,7,3,VB
ANATOLE,7,5.4,6,3,NN
ANATOMICALS,11,0,NULL,NULL,NULL
anatomies,9,2.77,8,4,NN
anatomist,9,4.5,9,4,NN
anatomists,10,2.64,10,4,NN
ANCEL,5,1.1,5,2,NULL
ancestress,10,1.79,9,3,NN
ancestresses,12,0.69,11,4,NULL
ancestries,10,3.3,9,3,NN
anchorages,10,3.69,8,4,NN
anchoress,9,0.69,6,3,NN
anchoresses,11,0,8,4,NULL
anchorite,9,0,7,3,NN
anchorites,10,0,8,3,NN
ANCHORITISM,11,0,10,5,NN
anchormen,9,2.89,7,3,NN
anchovies,9,5.26,7,3,NN
ancillaries,11,1.1,9,4,NN
ANCISTRODON,11,0,NULL,NULL,NULL
andantes,8,0.69,8,3,NN
ANDERLINI,9,0,8,4,NULL
ANDERS,6,7.75,5,2,NN
ANDERSON,8,9.67,6,3,NN
ANDERSON'S,10,6.25,7,3,encl
andiron,7,2.71,6,2,NN
andirons,8,1.61,7,2,NN
Andorra,7,5.26,6,3,NN
abridging,9,5.93,7,3,VB
Andorrans,9,0,8,3,NN
ANDREI,6,6.72,5,2,NN
ANDREI'S,8,1.1,7,3,NULL
ANDRENA,7,0,7,3,NULL
ANDRENAS,8,0,NULL,NULL,NULL
ANDRES,6,6.9,6,2,NN
ANDREWS,7,7.99,6,2,NN
ANDROFSKI,9,0,NULL,NULL,NULL
androgyne,9,2.2,8,3,NN
androgynes,10,1.79,9,3,NULL
ANDROMACHE,10,1.61,9,4,NN
ANDRUS,6,4.23,6,2,NN
ANDRUSES,8,0,8,3,NULL
ANEMATED,8,0,NULL,NULL,NULL
'neath,6,0,NULL,NULL,NULL
're,3,0,NULL,NULL,NULL
'shun,5,0,NULL,NULL,NULL
'tis,4,0,3,1,encl
'twas,5,0,4,1,NULL
'tween,6,0,NULL,NULL,NULL
'twere,6,0,NULL,NULL,NULL
'twill,6,0,NULL,NULL,NULL
'twixt,6,0,NULL,NULL,NULL
'twould,7,0,NULL,NULL,NULL
'un,3,0,NULL,NULL,NULL
've,3,0,NULL,NULL,NULL
a's,3,7.52,2,1,NN|encl
AA,2,9.53,2,2,NN
AAAWWW,6,0,NULL,NULL,NULL
AAs,3,6.73,3,2,NN
abaci,5,1.39,5,3,NULL
abacuses,8,2.08,8,4,NN
abroad,6,8.7,5,2,RB|NN
abrogate,8,4.61,7,3,VB
ABARINGE,8,0,NULL,NULL,NULL
abrogated,9,4.85,9,4,VB
abrogates,9,2.89,8,3,VB
abrogating,10,3.47,9,4,VB|NN|JJ
abrupt,6,6.58,6,2,JJ
abruptly,8,7.11,8,3,RB
abscond,7,2.83,7,2,VB
abatement,9,4.99,8,3,NN
absconded,9,3.87,9,3,VB
absconding,10,2.56,9,3,VB|NN|JJ
abattoir,8,4.01,7,3,NN
abattoirs,9,3.22,8,3,NN
ABATUNO,7,0,NULL,NULL,NULL
ABBAS,5,6.05,4,2,NN
ABBAS'S,7,1.1,7,4,NULL
abbe,4,4.85,3,2,NN
ABBERATIONS,11,3.66,9,4,NULL
abbes,5,0,4,2,NULL
abbesses,8,1.39,6,3,NN
abbeys,6,2.89,4,2,NN
ZHITZHAKLI,10,0,NULL,NULL,NULL
ZHOK,4,0,NULL,NULL,NULL
ZIEGFELD,8,3.09,7,2,NN
ZIFFREN,7,0,6,2,NULL
ziggurat,8,3.74,6,3,NULL
ziggurats,9,2.64,7,3,NULL
absconds,8,1.39,8,2,VB
absent,6,8.01,5,2,JJ
absented,8,1.39,8,3,VB
absentee,8,5.02,6,3,JJ
Zimbabweans,11,3.09,11,3,NN
ZIMMERMAN,9,7.53,7,3,NN
ZINMAN,6,2.4,6,2,NULL
zinnia,6,3.37,5,2,NN
zinnias,7,2.2,6,2,NN
Zionism,7,6.6,7,3,NN
absenting,9,1.61,8,3,VB|NN|JJ
Zionists,8,5.8,8,2,NN
absently,8,5.25,7,3,RB
absentmindedly,14,3.89,13,5,RB
absents,7,2.77,7,2,VB
absolute,8,9.73,7,3,JJ|NN
absolutely,10,10.52,9,4,RB
ZIRALDO,7,1.39,NULL,NULL,NULL
zircon,6,5.94,5,2,NN
zircons,7,1.61,6,2,NN
zither,6,3.91,4,2,NN
zithers,7,2.48,5,2,NN
zizz,4,0,NULL,NULL,NULL
zloty,5,2.2,5,2,NN
absolve,7,5.41,6,2,VB
zodiacs,7,3.93,7,3,NN
ZOE,3,6.28,3,2,NN
absolved,8,5.16,7,2,VB
absolves,8,3.71,7,2,VB
ZOOEY,5,3.53,NULL,NULL,NULL
absolving,9,3.95,8,3,VB|NN
zoologists,10,3.95,10,4,NN
absorb,6,7.93,6,2,VB
ZOOOOP,6,0,NULL,NULL,NULL
zoophyte,8,1.95,6,3,NN
zoophytes,9,0,7,3,NULL
zoos,4,6.09,3,1,NN
ZORRILLAS,9,0,NULL,NULL,NULL
ZOTE,4,1.79,NULL,NULL,NULL
Zouave,6,1.61,4,2,NN
Zouaves,7,2.08,5,2,NULL
ZOUNDS,6,3.71,5,1,minor
ZU,2,8.86,NULL,NULL,NULL
ZUBKOVSKAYA,11,0,NULL,NULL,NULL
zucchinis,9,2.08,7,3,NN
ZURCHER,7,3.5,4,2,NULL
ZWEI,4,6.39,NULL,NULL,NULL
ZWORYKIN,8,0,8,3,NN
WOLFF,5,6.36,4,1,NN
WOLFF'S,7,2.83,7,2,NN|encl
wolfhounds,10,3.76,9,2,NN
absorbed,8,7.99,7,2,VB|JJ
absorbent,9,5.26,9,3,JJ
absorbing,9,6.84,8,3,VB|JJ
wolfram,7,6.4,7,2,NN
absorbs,7,6.43,7,2,VB
wolfsbane,9,4.54,8,2,NN
WOLLMAN,7,4.03,6,2,NULL
WOLPE,5,2.4,5,2,NULL
WOLPE'S,7,0,NULL,NULL,NULL
WOLSTENHOLME,12,4.53,11,3,NULL
WOLVERTON,9,4.62,8,3,NN
absorptive,10,3.47,9,3,JJ
womanizers,10,1.39,9,4,NN
abstain,7,6.87,6,2,VB
abstained,9,4.8,7,2,VB
abstaining,10,5.25,8,3,VB|NN
womanliness,11,0,10,4,NN
wombats,7,5.37,7,2,NN
wombs,5,4.65,4,1,NN
wonderlands,11,1.1,10,3,NN
wonderment,10,4.91,9,3,NN
WONDUH,6,0,5,2,NULL
abstains,8,4.6,7,2,VB
wonkiest,8,0,8,3,NULL
abstemious,10,1.39,9,3,JJ
abstemiously,12,0.69,11,4,RB
WOODBERRY,9,2.2,7,3,NULL
woodblocks,10,0.69,8,2,NN
WOODBURY'S,10,1.39,8,3,encl
WOODCOCK'S,10,1.79,7,2,encl
woodcocks,9,2.08,7,2,NN
woodcrafts,10,1.1,9,2,NN
woodcuts,8,4.36,7,2,NN
woodenheaded,12,0,9,4,NULL
abstinent,9,4.29,9,3,JJ
woodenness,10,1.39,7,3,NN
abstract,8,9.06,8,2,JJ|NN|VB
abstracted,10,5.56,10,3,JJ|VB
WOODIN,6,3.58,5,2,NULL
woodlands,9,6.38,8,2,NN
woodlice,8,2.2,6,2,NN
woodlouse,9,0,6,2,NN
WOODMAN'S,9,0,7,2,encl
woodmen,7,3.74,6,2,NN
woodpeckers,11,4.44,8,3,NN
WOODRUFF,8,5.83,6,2,NN
WOODRUFF'S,10,1.61,9,3,NULL
WOODS'S,7,0.69,7,3,encl
woodsheds,9,1.1,7,2,NN
woodsmen,8,2.77,7,2,NULL
abstractedly,12,1.61,12,4,RB
WOODWARDS,9,1.39,8,2,NN
woodworms,9,0,7,2,NN
wooer,5,2.56,3,1,NN
wooers,6,0,4,1,NN
woofer,6,6.24,4,2,NN
woofers,7,5.7,5,2,NN
abstracting,11,4.73,10,3,VB|NN
abstractive,11,1.95,10,3,JJ
abstractly,10,4.96,10,3,RB
abstracts,9,8.32,9,2,NN|VB
abstruse,8,5.06,7,2,JJ
WOOLLCOTT,9,3.87,6,2,NULL
woollens,8,0,6,2,NN
abstrusely,10,0,9,3,RB
woollies,8,0,5,2,NN
absurd,6,8.51,5,2,JJ|NN
woolliness,10,2.4,7,3,NN
wools,5,4.09,4,1,NN
woolsack,8,1.1,6,2,NN
WOOMERA,7,2.77,6,3,NN
WOONASQUATUCKET,15,0.69,NULL,NULL,NULL
WOOOOOSH,8,0,NULL,NULL,NULL
absurdly,8,5.76,7,3,RB
abundant,8,7.23,8,3,JJ
abundantly,10,6.31,10,4,RB
wop,3,5.02,3,1,NN
wops,4,2.4,4,1,NULL
WORCESTERSHIRE,14,5.45,8,3,NN
wordbook,8,1.95,6,2,NN
wordbooks,9,0,7,2,NN
abuse,5,10.16,5,2,VB
abused,6,8.71,6,2,VB|JJ
abuses,6,8.11,7,3,VB
wordiness,9,2.94,7,3,NN
abusing,7,7.45,7,3,VB
wordlessness,12,0,9,3,NN
workableness,12,0,9,4,NN
abusive,7,8.17,7,3,JJ
workbags,8,0,7,2,NN
workbaskets,11,0,10,3,NN
workbenches,11,3.14,9,3,NN
workbooks,9,4.91,7,2,NN
workbox,7,0,7,2,NN
workboxes,9,0,9,3,NN
workdays,8,3.5,6,2,NN
workhorses,10,3.37,9,3,NN
workhouses,10,2.56,8,3,NN
WORKIN,6,5.91,6,2,NULL
abusively,9,4.17,9,4,RB
workrooms,9,0,7,2,NN
worktables,10,0.69,8,3,NN
worktop,7,2.08,6,2,NULL
worktops,8,0,7,2,NULL
WORLDERS,8,3.81,6,2,NN
abut,4,5.56,4,2,VB
abysmal,7,6.43,6,3,JJ
worldliness,11,3.43,9,3,NN
abysmally,9,4.65,7,4,RB
academic,8,9.78,8,4,JJ|NN
WORRELL,7,5.33,5,2,NULL
WORRYIN,7,1.79,NULL,NULL,NULL
academically,12,6.59,10,5,RB
accede,6,5,5,2,VB
worshipper,10,5.51,6,3,NN
acceded,7,4.13,7,3,VB
accedes,7,3.04,6,2,VB
acceding,8,2.94,7,3,VB
accelerando,11,1.95,11,5,JJ|RB
worthies,8,3.81,5,2,NN
accelerate,10,7.77,9,4,VB
worthiness,10,5.9,7,3,NN
accelerated,11,8.12,11,5,VB
wotcher,7,0,6,2,NULL
WOULDA,6,5.78,NULL,NULL,NULL
woulds,6,2.2,4,1,NULL
accelerates,11,6.06,10,4,VB
WOZZEK,6,0,NULL,NULL,NULL
WRAC,4,1.39,NULL,NULL,NULL
accelerating,12,6.94,11,5,VB|NN
accented,8,7.07,8,3,VB|JJ
WRACs,5,0,NULL,NULL,NULL
WRAGGE,6,0,NULL,NULL,NULL
wraiths,7,5.26,4,1,NN
wranglers,9,4.41,7,2,NN
accenting,9,3.99,8,3,VB|NN
accentual,9,0,9,3,JJ
accentuate,10,5.08,9,4,VB
wrappings,9,3.87,6,2,NN
accentuated,11,5.26,11,5,VB
WRATTEN,7,4.04,NULL,NULL,NULL
accentuates,11,4.04,10,4,VB
accentuating,12,4.39,11,5,VB|NN
accept,6,10.81,6,2,VB
acceptable,10,9.7,9,4,JJ
acceptably,10,5.75,10,4,RB
wreckers,8,3.93,5,2,NN
accepted,8,10.43,8,3,VB|JJ
wrens,5,3.47,4,1,NN
accepting,9,8.94,8,3,VB
accepts,7,8.43,7,2,VB
access,6,12.06,5,2,NN|VB
wrestlers,9,6.96,6,2,NN
accesses,8,7.77,7,3,NN|VB
accessible,10,9.28,8,4,JJ
wretches,8,4.63,5,2,NN
accidental,10,7.76,9,4,JJ
accidentally,12,8.4,10,5,RB
acclaim,7,6.79,5,2,NN|VB
wriggler,8,2.2,5,3,NN
wrigglers,9,2.4,6,3,NN
acclaimed,9,6.96,6,2,VB|JJ
acclaiming,10,2.71,7,3,VB|NN|JJ
WRIGHT'S,8,5.47,4,1,NULL
wrights,7,3.97,4,1,NN
wringers,8,2.2,5,2,NN
acclaims,8,1.95,6,2,VB
acclimate,9,4.57,7,3,VB
acclimated,10,4.75,9,4,VB|JJ
acclimates,10,0,8,3,VB
wristbands,10,3.09,9,2,NN
wristier,8,0,6,3,NULL
wristiest,9,0,8,3,NULL
wristlet,8,0,7,2,NN
wristlets,9,1.61,8,2,NN
wristwatches,12,2.4,9,3,NN
wristy,6,2.48,5,2,NULL
acclimating,11,3.18,9,4,VB|NN|JJ
wrongdoers,10,3.91,7,2,NN
wrongdoings,11,4.7,8,3,NN
acclimatize,11,2.4,9,4,VB
acclimatized,12,2.83,10,4,VB|JJ
acclimatizes,12,0,11,5,VB
wrongheadedness,15,1.79,11,4,NN
acclimatizing,13,2.4,11,5,VB|NN|JJ
accommodate,11,7.81,8,4,VB
accommodated,12,5.71,10,5,VB
WU,2,8.13,2,1,NN
WUH,3,2.83,NULL,NULL,NULL
wurst,5,3.74,4,1,NN
wursts,6,0,5,1,NULL
WUS,3,3.91,NULL,NULL,NULL
WUSTMAN,7,0,NULL,NULL,NULL
WYATT,5,7.07,4,1,NN
WYCKOFF,7,4.33,5,2,NULL
WYCLIFFE,8,3.93,NULL,NULL,NULL
WYCOFF,6,3.04,5,2,NULL
WYCOFF'S,8,0,NULL,NULL,NULL
WYCOMBE,7,5.32,5,2,NN
WYLIE,5,7.33,4,2,NN
WYMAN,5,6.01,5,2,NN
WYN,3,4.65,3,1,NN
WYNN,4,6.55,3,1,NN
WYNNE,5,5.62,3,1,NN
WYNSTON,7,1.39,NULL,NULL,NULL
wyvern,6,6.86,5,2,NN
wyverns,7,3.4,6,2,NN
XENIA,5,4.93,5,3,NN
accommodates,12,4.91,9,4,VB
accommodating,13,6.1,10,5,VB|JJ
accommodatingly,15,0,12,6,RB
Xmas,4,7.31,7,2,NN
XYDIS,5,0,NULL,NULL,NULL
XYLEM,5,3.33,5,2,NN
accompanied,11,8.4,9,4,VB
Y'ALL,5,8.39,3,1,NULL
Y'KNOW,6,7.37,4,2,encl
Y'R,3,1.95,NULL,NULL,NULL
Y'RE,4,1.79,NULL,NULL,NULL
y's,3,5.84,3,1,NN|encl
YA,2,10.4,2,1,minor
accompanies,11,6.58,9,4,VB
YACHTEL,7,0,NULL,NULL,NULL
YACHTELS,8,0,6,2,NULL
yachtswoman,11,0,9,3,NN
yachtswomen,11,0,9,3,NULL
YADDO,5,1.1,NULL,NULL,NULL
accompany,9,7.67,8,4,VB
yahoos,6,5.89,5,2,NN
YAHWE,5,0.69,NULL,NULL,NULL
YAKIMA,6,5.81,6,3,NN
accompanying,12,8,10,5,VB
accomplish,10,8.96,8,3,VB
YAKOV,5,4.36,5,2,NULL
YALAGALOO,9,0,NULL,NULL,NULL
YALIES,6,1.61,NULL,NULL,NULL
YAMABE,6,1.1,5,2,NN
YAMATA,6,1.95,6,3,NULL
accomplished,12,8.85,9,3,VB|JJ
accomplishes,12,6.38,10,4,VB
accomplishing,13,6.56,10,4,VB
yams,4,4.76,4,1,NN
yang,4,9.6,3,1,NN
YANKEEFICATION,14,0,NULL,NULL,NULL
YANKTON,7,3.3,7,2,NULL
accord,6,8.17,5,2,NN|VB
accorded,8,6.33,7,3,VB
YAQUI,5,3.09,NULL,NULL,NULL
yardages,8,2.4,8,3,NN
yardarm,7,2.89,7,2,NN
yardarms,8,1.1,8,2,NN
yardsticks,10,4.01,9,2,NN
YARDUMIAN,9,0,NULL,NULL,NULL
according,9,11.08,7,3,VB|NN
accordingly,11,8.54,9,4,RB
yashmak,7,0,NULL,NULL,NULL
yashmaks,8,0,NULL,NULL,NULL
YASSUHS,7,0,NULL,NULL,NULL
accords,7,6.88,6,2,NN|VB
accost,6,3.43,5,2,VB
accosted,8,5.12,7,3,VB
yawls,5,0,4,1,NN
accosting,9,3.18,7,3,VB|NN
accosts,7,2.83,6,2,VB
yd,2,6.44,NULL,NULL,NULL
YE'RE,5,2.3,NULL,NULL,NULL
yearbooks,9,4.47,7,2,NN
YEARD,5,2.77,NULL,NULL,NULL
yearlings,9,3.14,6,2,NN
account,7,11.02,5,2,NN|VB
yeas,4,5.06,3,1,NN
accountable,11,7.76,8,4,JJ
yeastiest,9,0,8,3,NULL
YEDISAN,7,0,NULL,NULL,NULL
YEHHH,5,0,NULL,NULL,NULL
YEHUDI,6,3.47,6,3,NN
YELLERISH,9,0,6,2,NULL
YELLIN,6,4.48,5,2,NULL
accountably,11,0,9,4,RB
accounted,9,7.31,7,3,VB
yellowness,10,0,7,3,NN
accounting,10,9.66,7,3,NN|VB
accounts,8,9.8,6,2,NN|VB
accredit,8,3.56,7,3,VB
Yemenis,7,3.4,7,3,NN
